gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank,LDT_NAS_score,LDT_NAS_best_res,SuFEx_CTR_score,SuFEx_CTR_best_res,Traditional_Acrylamide_score,Traditional_Acrylamide_best_res,best_strategy
GPR78,446,0.2583731516713715,0.2605042014617612,0.1071453424007591,0.4067595612214645,0.00686,16,9,LYS,Q96P69,-4.035,0.071,0.0667259561527374,Non-essential,84.6,15.2,10.5,0.3194526964171723,361,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CPM,495,0.2540325158644754,0.2689075627992374,0.0290558279297801,0.4591758078861547,0.007744,21,7,LYS,P14384,2.783,0.952,-0.1010550340409765,Non-essential,90.3,12.0,7.9,0.3191755559337168,362,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC36A3,456,0.25706409006123,0.2605042014617612,0.0804871105487901,0.4290542543729617,0.007236,18,11,LYS,Q495N2,-9.966,0.0,0.0638662410376519,Non-essential,84.2,14.5,11.3,0.3190618117420544,363,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PTPRR,215,0.2840958722951778,0.2941176468116659,0.0974916969792819,0.4573376815890898,0.007713,18,12,LYS,Q15256,-0.997,0.331,-0.0224646355653519,Non-essential,72.2,37.6,30.9,0.319048521026176,364,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LINGO1,421,0.260473954532735,0.302521008149142,0.0313838367863356,0.4335013341239252,0.007311,16,4,LYS,Q96FE5,1.305,0.743,-0.0521067764358561,Non-essential,86.1,18.2,15.6,0.3189036455797649,365,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
NTNG2,434,0.2592394771304871,0.2436974787868088,0.0459908271390162,0.4932107915801956,0.008318,22,13,LYS,Q96CW9,-1.117,0.273,-0.0071540041623673,Non-essential,84.5,16.2,6.8,0.318894522255186,366,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC7A1,437,0.2588585952558754,0.3277310921615705,0.0511466076229637,0.3747405870145271,0.00632,27,5,LYS,P30825,3.457,0.968,-0.1682994993098928,Non-essential,82.2,17.3,7.8,0.3188776809159224,367,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADAM2,403,0.2625704713827167,0.2605042014617612,0.063324371342717,0.4645715979839904,0.007835,29,8,LYS,Q99965,-9.966,0.044,0.0055393717067668,Non-essential,81.4,19.3,12.0,0.3188504628432932,368,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR13C2,444,0.2585089111767495,0.2605042014617612,0.101312668037324,0.413044767269493,0.006966,11,12,LYS,Q8NGS9,-9.966,0.0,0.1150895369663499,Non-essential,83.8,16.0,5.0,0.3187658293383207,369,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
MFSD6L,265,0.2772057281201215,0.3865546215239037,0.2228435869049501,0.1857693447969166,0.003133,22,22,LYS,Q8IWD5,-1.552,0.359,0.0038622963611127,Non-essential,74.2,33.8,23.9,0.3186473504588329,370,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CD96,161,0.2952171595713705,0.3697478988489514,0.0127913964890083,0.4782686036169581,0.008066,23,3,LYS,P40200,1.008,0.694,-0.0438815110265085,Non-essential,64.9,48.7,32.0,0.3184767646236246,371,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2K2,556,0.2495601758855321,0.2605042014617612,0.0718393167800094,0.4126890008894159,0.00696,16,18,LYS,Q8NGT1,-9.966,0.0,-0.0175889396366434,Non-essential,87.1,8.9,3.2,0.3184085499289728,372,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC46A2,368,0.265515060192299,0.2605042014617612,0.0528609837102641,0.4848502816483842,0.008177,20,6,LYS,Q9BY10,-3.308,0.084,-0.0721638909913215,Non-essential,80.6,22.5,17.5,0.3181042868512785,373,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TGFBR1,432,0.2592851195074396,0.3193277308240944,0.0315166851178238,0.4069967388081826,0.006864,25,8,LYS,P36897,3.588,0.998,-0.1159831775025174,Non-essential,84.2,18.3,11.5,0.3180930617699346,374,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2H2,614,0.2448872562216562,0.2605042014617612,0.0202119247192788,0.4487399940705603,0.007568,18,9,LYS,O95918,-6.506,0.006,0.0442802163518126,Non-essential,89.1,5.4,3.5,0.3180144502090762,375,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR5H14,594,0.2460859171604385,0.2605042014617612,0.0233180452316938,0.449629410020753,0.007583,17,9,LYS,A6NHG9,-9.966,0.0,0.0961149368971855,Non-essential,89.4,6.5,1.9,0.3179133343247281,376,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
IL31RA,278,0.2761357801547262,0.2773109241367135,0.0494891665348726,0.5012155351319301,0.008453,30,8,LYS,Q8NI17,-4.293,0.093,-0.0655248520798688,Non-essential,74.0,32.1,24.7,0.3176349988645504,377,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10G7,552,0.2499298769645954,0.2605042014617612,0.0818472244187885,0.4039134301808479,0.006812,9,6,LYS,Q8NGN6,-9.966,0.0,0.1002172409217703,Non-essential,87.1,10.0,2.9,0.3176166341615255,378,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CHPT1,558,0.2495229644568607,0.2436974787868088,0.1105487901312668,0.3962644530091905,0.006683,13,15,LYS,Q8WUD6,5.0,0.998,0.0340939156071464,Non-essential,90.9,9.4,6.7,0.3175974283604974,379,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2AP1,609,0.2451279603386313,0.2605042014617612,0.0706436817966155,0.3991105840498072,0.006731,17,10,LYS,Q8NGE2,-9.966,0.0,-0.1036701819763122,Non-essential,89.3,6.1,1.0,0.3175150369732221,380,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PTPRQ,370,0.2653620264959431,0.2352941174493327,0.1640550371659022,0.4067595612214645,0.00686,73,13,LYS,Q9UMZ3,-5.574,0.051,-0.2456055458915633,Non-essential,74.9,22.6,9.6,0.3174565907041081,381,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ATG9A,256,0.2782021665783011,0.252100840124285,0.0866107860192946,0.5045953157426623,0.00851,40,7,LYS,Q7Z3C6,4.831,1.0,-0.1733041895217142,Non-essential,73.7,33.6,27.7,0.317436819483989,382,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR6C68,553,0.2498815016268445,0.2605042014617612,0.0928926142653803,0.3927067892084198,0.006623,14,13,LYS,A6NDL8,-9.966,0.0,0.1095788459513656,Non-essential,86.8,10.3,1.9,0.3172763213800664,383,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR5M3,691,0.2402685089238626,0.2605042014617612,0.0173272180926775,0.4362288763711828,0.007357,18,9,LYS,Q8NGP4,-9.966,0.0,-0.0299711377188169,Non-essential,92.3,2.3,1.0,0.3172654941275815,384,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2W1,637,0.2436875639373501,0.2605042014617612,0.0303843112446623,0.4345686332641564,0.007329,15,6,LYS,Q9Y3N9,-9.966,0.0,-0.0358573931872929,Non-essential,88.5,5.3,2.5,0.3171147066388211,385,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
RRH,490,0.2542311251336828,0.2605042014617612,0.0641657441088091,0.4359324043877853,0.007352,14,14,LYS,O14718,-3.816,0.004,-0.0184440690672949,Non-essential,85.7,14.2,11.0,0.317001007635765,386,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADAM30,381,0.2644223825251448,0.2605042014617612,0.027398386841689,0.5066706196264453,0.008545,42,7,LYS,Q9UKF2,-9.966,0.0,-0.1030710312686226,Non-essential,79.6,22.7,15.7,0.31699372212865,387,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC22A4,543,0.2504333907647965,0.2605042014617612,0.0925383520480784,0.3949006818855617,0.00666,21,12,LYS,Q9H015,0.363,0.595,-0.0414727933349034,Non-essential,85.2,11.1,5.4,0.3169362289950265,388,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC19A2,391,0.2636303116999599,0.2100840334369042,0.1221065949707417,0.4765490661132523,0.008037,12,13,LYS,O60779,2.637,0.985,-0.0932118398842064,Non-essential,80.8,21.3,17.1,0.316893326973915,389,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SEMA4F,435,0.2591540787049357,0.302521008149142,0.0571058042068638,0.4033797806107322,0.006803,36,3,LYS,O95754,1.828,0.942,-0.0609656115625265,Non-essential,82.9,19.2,14.0,0.3168037490565987,390,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR108,329,0.2703691863627454,0.2773109241367135,0.1971216194844219,0.3343611028757782,0.005639,20,31,LYS,Q9NPR9,5.845,1.0,-0.0420055919342683,Non-essential,75.3,28.5,19.0,0.3164295040378997,391,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR4M1,684,0.2406688060241434,0.2605042014617612,0.0127913964890083,0.4420990216424547,0.007456,16,5,LYS,Q8NGD0,-9.966,0.0,-0.0265642515315856,Non-essential,89.7,3.5,1.0,0.3163990750444821,392,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR6X1,572,0.2483288145980587,0.2605042014617612,0.0510137592914755,0.4294100207530388,0.007242,17,7,LYS,Q8NH79,-9.966,0.0,-0.0061786157231554,Non-essential,86.5,9.9,2.9,0.316382415522745,393,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GUCY2C,415,0.2613322344584182,0.2605042014617612,0.0643555274395065,0.4594129854728727,0.007748,56,10,LYS,P25092,-4.608,0.105,0.0252719886703755,Non-essential,80.0,21.1,8.4,0.3160185987397112,394,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2B11,639,0.243483638288191,0.2605042014617612,0.0129242448204966,0.4513489475244588,0.007612,21,6,LYS,Q5JQS5,-9.966,0.0,-0.077843763836731,Non-essential,88.5,6.3,2.8,0.3159447685978552,395,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR6Q1,545,0.2502248400964311,0.2605042014617612,0.0223501502451368,0.464393714793952,0.007832,11,8,LYS,Q8NGQ2,-9.966,0.0,0.0387899783552766,Non-essential,86.7,12.0,4.1,0.3158624367713886,396,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TMPRSS11E,660,0.2420001045752118,0.3109243694866181,0.0254246402024355,0.3666765490661132,0.006184,20,7,LYS,Q9UL52,-4.035,0.25,-0.0903481998206799,Non-essential,90.0,6.1,3.5,0.3157488266374535,397,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
MMP14,395,0.2633292547276302,0.3277310921615705,0.0381211450260952,0.4026682478505781,0.006791,24,7,LYS,P50281,6.399,0.999,0.0772002473493952,Non-essential,80.8,24.2,18.0,0.315703230475718,398,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SCN3B,525,0.2515287636914856,0.2184873947743803,0.0042131899414834,0.5428994959976281,0.009156,5,5,LYS,Q9NY72,-1.938,0.192,-0.0244804114137953,Non-essential,86.2,12.6,3.7,0.3156487596558109,399,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ADAM12,296,0.2740817491870685,0.4285714282112846,0.0853139332595287,0.2568633264156537,0.004332,33,15,LYS,O43184,0.88,0.605,-0.0274624040048957,Non-essential,72.3,35.1,26.2,0.3154443147927452,400,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC10A3,399,0.2629385753655431,0.2773109241367135,0.0905266487426854,0.4161873702935072,0.007019,19,10,LYS,P09131,4.482,1.0,0.0865439911546378,Non-essential,76.8,23.3,16.6,0.3154373282068979,401,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR6C76,634,0.2438028473236331,0.2605042014617612,0.0815245927566028,0.3838126297064926,0.006473,14,13,LYS,A6NM76,-9.966,0.0,-0.0425893200688076,Non-essential,90.0,7.1,1.0,0.3154107761273903,402,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GRIK1,443,0.2585545507506851,0.2352941174493327,0.0585291791870947,0.4895938333827453,0.008257,52,13,LYS,P39086,-5.574,0.094,0.0073310790554076,Non-essential,81.1,19.0,10.2,0.3153836942497264,403,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SGCD,479,0.2547520104709104,0.2184873947743803,0.0079013126680373,0.5499555292024904,0.009275,7,2,LYS,Q92629,0.346,0.565,0.0366503281760435,Non-essential,81.3,15.6,8.3,0.315334798638665,404,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
RECK,460,0.2565618164996915,0.1848739494244757,0.1157931361695397,0.492914319596798,0.008313,43,19,LYS,O95980,1.588,0.88,0.0024642841671279,Non-essential,81.1,16.6,10.0,0.3152827462401509,405,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CHRM5,209,0.2854770667660717,0.2605042014617612,0.1503526806895461,0.453898606581678,0.007655,16,17,LYS,P08912,-4.608,0.017,-0.0454519921652729,Non-essential,68.6,42.1,38.0,0.3151392923294224,406,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
VN1R2,176,0.2916884309877877,0.2605042014617612,0.090950498181243,0.5340053364957011,0.009006,23,19,LYS,Q8NFZ6,-9.966,0.0,0.0838469430084388,Non-essential,66.8,47.3,26.8,0.3151154291808525,407,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
LAG3,356,0.2674064855629401,0.3193277308240944,0.0122789814961252,0.4533056626148828,0.007645,18,5,LYS,P18627,0.979,0.716,-0.0034756742591656,Non-essential,78.3,28.2,17.3,0.314960866816185,408,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CD3G,270,0.2770519812541803,0.4117647055363322,0.0008730033212082,0.3736139934776163,0.006301,6,3,LYS,P09693,0.099,0.522,0.0086455052863169,Non-essential,75.3,37.9,4.4,0.3148393961374224,409,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CLSTN1,379,0.2646723237326448,0.3277310921615705,0.0370836628182824,0.4081826267417729,0.006884,32,3,LYS,O94985,6.576,1.0,-0.0210487368161393,Non-essential,77.2,26.3,18.8,0.3147224546465635,410,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR10J5,636,0.2437048261744855,0.2605042014617612,0.0223185196900205,0.4426919656092499,0.007466,17,10,LYS,Q8NHC4,-9.966,0.0,-0.0044794342545383,Non-essential,86.2,7.8,2.3,0.314629091836434,411,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2AG1,653,0.2430022593122699,0.2605042014617612,0.0506911276292898,0.4119774681292618,0.006948,14,9,LYS,Q9H205,-9.966,0.0,0.0326535074201806,Non-essential,85.5,7.3,4.7,0.3145436194512543,412,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR1L4,662,0.2419221406540825,0.2605042014617612,0.0323264273287996,0.4267417729024607,0.007197,12,6,LYS,Q8NGR5,-9.966,0.0,-0.0573317722527172,Non-essential,88.8,6.4,2.6,0.3145435205694315,413,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR51I1,590,0.246440364678591,0.2605042014617612,0.035824766724656,0.4383041802549658,0.007392,16,6,LYS,Q9H343,-9.966,0.001,0.036650688123521,Non-essential,88.7,10.2,2.5,0.3145087072565218,414,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PANX1,332,0.2698785746457615,0.3193277308240944,0.0266266012968527,0.4471983397568929,0.007542,20,5,LYS,Q96RD7,3.067,0.996,0.037989455783201,Non-essential,74.3,30.8,17.6,0.3144209410518694,415,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ERVMER34-1,31,0.3593766988655047,0.3949579828613799,0.1577036216985608,0.5136080640379483,0.008662,18,18,LYS,Q9H9K5,-0.32,0.443,,No data,44.3,91.7,73.2,0.3143632154356102,416,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR56A3,599,0.2457296843398599,0.2605042014617612,0.0670757551795034,0.4046842573376816,0.006825,13,6,LYS,Q8NH54,-9.966,0.015,0.0654255976502758,Non-essential,85.0,9.8,3.8,0.3143164736409127,417,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR15,425,0.2602260339553021,0.2605042014617612,0.1188359955717222,0.4012451823302697,0.006767,15,24,LYS,P49685,-4.293,0.091,0.0368033698002069,Non-essential,81.8,21.9,12.5,0.3142967649871144,418,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GABRP,375,0.2649058964846587,0.3445378148365229,0.0053139332595287,0.4183219685739697,0.007055,18,4,LYS,O00591,-1.086,0.415,0.033904102735785,Non-essential,79.2,27.3,16.8,0.3141972106511576,419,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PLXNA1,578,0.2478679183515673,0.2689075627992374,0.1400221413885813,0.3276608360509931,0.005526,109,19,LYS,Q9UIW2,3.504,0.989,-0.0208752713472069,Non-essential,84.8,11.9,5.6,0.3141383913396267,420,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PLXNB3,494,0.2541375208284486,0.1932773107619518,0.1023185196900205,0.4871034687222057,0.008215,95,17,LYS,Q9ULL4,2.245,0.733,-0.0053213615793244,Non-essential,81.0,16.1,8.1,0.3139025558697397,421,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CCR2,364,0.2662578398198804,0.302521008149142,0.0143159892456112,0.4698487992884672,0.007924,9,4,LYS,P41597,-0.233,0.46,-0.072666809139286,Non-essential,77.7,28.1,20.6,0.3138235499857193,422,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2T5,688,0.2405520248518351,0.2605042014617612,0.0186873319626759,0.4358138155944263,0.00735,14,9,LYS,Q6IEZ7,-9.966,0.003,-0.127616290874213,Non-essential,89.7,6.0,4.4,0.313801757400892,423,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ESYT3,281,0.2757815917440545,0.2268907561118565,0.1340945753597975,0.4826563889712421,0.00814,36,15,LYS,A0FGR9,-0.969,0.327,0.0276470307106116,Non-essential,71.1,34.8,25.5,0.3137995057219097,424,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TNFSF13B,315,0.2717186243257479,0.3613445375114751,0.0039538193895302,0.4199822116809961,0.007083,2,2,LYS,Q9Y275,1.816,0.846,0.0046502018532283,Non-essential,78.4,34.0,27.7,0.3134545958966478,425,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
EPHA7,482,0.2546251771946262,0.2352941174493327,0.0540882492487743,0.4809368514675363,0.008111,42,6,LYS,Q15375,-2.548,0.28,0.0340238414882527,Non-essential,81.9,17.7,11.2,0.3134092162863441,426,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
ACE,728,0.2376743008976591,0.352941176173999,0.1017365174758817,0.2199229172843166,0.003709,47,18,LYS,P12821,3.22,0.975,-0.1026896548475201,Non-essential,90.9,5.7,3.9,0.3132442703509492,427,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TM4SF1,475,0.2550667987170216,0.352941176173999,0.0294417207021983,0.3501927067892084,0.005906,5,10,LYS,P30408,6.601,0.999,-0.0222746145858824,Non-essential,80.6,20.3,8.9,0.3131380185337513,428,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SCN2A,259,0.2778447555593991,0.252100840124285,0.1632136643998102,0.4268010672991402,0.007198,110,21,LYS,Q99250,-3.626,0.155,-0.0276460624388938,Non-essential,68.8,37.8,25.7,0.3129389769682374,429,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
NPHS1,439,0.2587782316137101,0.2773109241367135,0.0030744899572987,0.4897717165727838,0.00826,30,2,LYS,O60500,-5.012,0.045,-0.1380919260419696,Non-essential,77.2,22.5,18.4,0.3127703750803703,430,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC46A1,561,0.2491902930656777,0.2941176468116659,0.2005883283251621,0.2378891194782093,0.004012,23,21,LYS,Q96NT5,3.294,0.992,0.0038137260028595,Non-essential,83.1,14.8,6.5,0.3127605383349259,431,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR1L3,682,0.2407137908064517,0.2605042014617612,0.0443080816068322,0.4107322857989919,0.006927,17,10,LYS,Q8NH93,-9.966,0.0,0.0386615738888772,Non-essential,88.7,7.4,1.9,0.3125365623630725,432,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR2T29,710,0.2390130986618245,0.2605042014617612,0.0168780642100268,0.4324933293803735,0.007294,14,9,LYS,Q8NH02,-9.966,0.001,-0.1279183112906765,Non-essential,89.7,6.0,4.4,0.3125193189092164,433,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OXTR,373,0.2650922788559345,0.2941176468116659,0.1378522853076071,0.3536317817966202,0.005964,12,9,LYS,P30559,-0.886,0.32,0.0947274331075392,Non-essential,78.6,28.3,17.0,0.3125121931601399,434,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
NTM,465,0.2560878433088897,0.3109243694866181,0.0124371342717064,0.4266231841091016,0.007195,7,6,LYS,Q9P121,1.786,0.744,0.0678226501241719,Non-essential,82.4,21.2,19.5,0.3123886089155183,435,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GJD2,305,0.2731468915962825,0.2605042014617612,0.1281670093310137,0.4349836940409131,0.007336,7,13,LYS,Q9UKL4,-9.966,0.05,0.0638251719344788,Non-essential,72.4,34.6,24.0,0.3123641463545981,436,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CACNA1G,148,0.2987430152654912,0.2436974787868088,0.3616005060888818,0.3092795730803439,0.005216,99,32,LYS,O43497,-3.458,0.119,-0.2018118161735324,Non-essential,58.2,55.7,46.3,0.3123141373676895,437,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC20A2,299,0.273791767251769,0.2605042014617612,0.1934651273129843,0.3718351615772309,0.006271,23,20,LYS,Q08357,4.63,1.0,-0.0845492986517356,Non-essential,72.6,35.3,31.0,0.3122015427341702,438,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC38A5,484,0.2543434399553267,0.2605042014617612,0.0188834414043966,0.4815890898310109,0.008122,24,5,LYS,Q8WUX1,3.261,0.884,0.0099812626941632,Non-essential,80.0,19.3,14.6,0.3119946033204683,439,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR5M9,766,0.2345935000772943,0.2605042014617612,0.0127597659338921,0.4218796323747405,0.007115,15,9,LYS,Q8NGP3,-9.966,0.0,-0.0243305179123411,Non-essential,89.9,2.9,1.6,0.3119363200887746,440,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR51B4,733,0.2373272324607607,0.2605042014617612,0.0531203542622173,0.3906314853246368,0.006588,15,7,LYS,Q9Y5P0,-9.966,0.007,0.0789585872124959,Non-essential,88.3,5.2,1.9,0.3119144304083299,441,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
SLC12A1,463,0.256226972558334,0.2436974787868088,0.0733639095366123,0.4557960272754224,0.007687,45,13,LYS,Q13621,-6.506,0.049,-0.0898995160007952,Non-essential,78.2,20.7,16.6,0.3118841017783917,442,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
NPY2R,491,0.2542293852681637,0.2352941174493327,0.1204238494385576,0.413281944856211,0.00697,18,15,LYS,P49146,-9.966,0.029,0.1556438150440313,Non-essential,82.5,18.9,12.3,0.3118793896809586,443,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
P2RY10,544,0.250424424297367,0.3277310921615705,0.0381527755812114,0.3596205158612511,0.006065,13,15,LYS,O00398,-0.86,0.363,-0.0025115738734261,Non-essential,83.8,17.4,5.3,0.3117492051171653,444,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
PLXNA4,562,0.24911407450193,0.2100840334369042,0.2236153724497865,0.3266528313074414,0.005509,109,27,LYS,Q9HCM2,-1.552,0.277,0.0325771733619264,Non-essential,83.1,14.4,6.1,0.3116964626422234,445,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
TLR2,626,0.2441032396459194,0.2857142854741897,0.0696061995888027,0.3631188852653424,0.006124,35,7,LYS,O60603,1.89,0.868,0.0118085519071511,Non-essential,87.9,11.5,2.8,0.3116812711295027,446,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
CCR3,547,0.2501441958243994,0.2689075627992374,0.021312668037324,0.4539579009783575,0.007656,12,5,LYS,P51677,-3.626,0.029,-0.0651554573979394,Non-essential,83.4,16.3,13.2,0.3116352892336534,447,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
GPR161,206,0.285863509765046,0.2857142854741897,0.0868385260161315,0.4850874592351022,0.008181,22,15,LYS,Q8N6U8,1.532,0.821,-0.0195890696473995,Non-essential,68.6,46.5,29.9,0.3114814962287748,448,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
OR14C36,674,0.2413218401684977,0.2605042014617612,0.0577194369761189,0.3993477616365253,0.006735,12,14,LYS,Q8NHC7,-9.966,0.0,0.045290366251144,Non-essential,86.8,9.0,1.3,0.3114432701647775,449,0.1061,LYS,0.0893,HIS,0.1154,CYS,Traditional_Acrylamide
