gene,rank,final_score,tsi_norm,pocket_norm,ldt_norm,ldt_score,n_pockets,n_nucleophiles,top_res_type,uniprot_id,tumor_median_log2,tumor_positive_rate,depmap_score,depmap_label,mean_plddt,plddt_below_70,plddt_below_50,enhanced_score,enhanced_rank
IL21R,353,0.2674305026008853,0.3781512601864275,0.0172955875375612,0.3699377408834864,0.006239,13,5,LYS,Q9HBE5,-0.013,0.499,-0.007212733819899651,Non-essential,64.1,58.0,42.0,0.28616127317051154,814
SLC6A7,930,0.219023786611311,0.252100840124285,0.0944488375770994,0.2994959976282241,0.005051,23,20,LYS,Q99884,-5.574,0.041,-0.06405097524206504,Non-essential,86.0,15.6,10.4,0.2861215028448306,815
KCNMB2,1038,0.2093735173498467,0.2605042014617612,0.002751858295113,0.3478209309220278,0.005866,9,3,LYS,Q9Y691,-9.966,0.007,0.0683855911839739,Non-essential,85.5,7.7,2.1,0.28611966781590165,816
OR2T27,1057,0.2073115757579689,0.2605042014617612,0.0185291791870947,0.3251704713904536,0.005484,14,7,LYS,Q8NH04,-9.966,0.0,-0.2013462556028407,Non-essential,88.7,6.0,3.8,0.28610138315600353,817
BTN3A3,876,0.223854424770216,0.302521008149142,0.0092297959829195,0.3335902757189445,0.005626,21,4,LYS,O00478,3.518,0.995,0.07737048724116155,Non-essential,82.8,20.5,11.3,0.2860873707776657,818
PCDH8,582,0.247458911081484,0.252100840124285,0.020243555274395,0.4684850281648384,0.007901,22,6,LYS,O95206,-5.012,0.177,-0.00424724401343865,Non-essential,69.7,39.6,35.6,0.2858174399033081,819
EPHA8,872,0.2241805116965191,0.2689075627992374,0.0744646528546575,0.314260302401423,0.0053,35,10,LYS,P29322,-5.012,0.076,0.0399210255402202,Non-essential,80.2,20.5,14.0,0.28579888579375323,820
PCDHB10,908,0.2211675005938836,0.2773109241367135,0.0094575359797564,0.3580195671509042,0.006038,16,1,LYS,Q9UN67,0.434,0.601,0.034070114784394645,Non-essential,81.2,18.2,15.5,0.2857280992305149,821
IFNAR1,811,0.2312277723161365,0.3277310921615705,0.0131203542622173,0.3206640972428105,0.005408,24,2,LYS,P17181,3.999,1.0,0.09094050129847195,Non-essential,78.0,27.6,20.6,0.28555199513280666,822
TMEM132A,696,0.2398160694940816,0.4621848735611892,0.0680499762770836,0.1150904239549362,0.001941,55,2,LYS,Q24JP5,4.784,0.991,-0.03048185766030755,Non-essential,72.7,37.0,24.0,0.2855498058044212,823
OR5C1,1047,0.2084045291257814,0.2605042014617612,0.0118551320575676,0.3354876964126889,0.005658,15,4,LYS,Q8NGR4,-9.966,0.001,0.0527366065291058,Non-essential,87.0,7.5,3.8,0.2855121776291806,824
GPR174,892,0.2223983656201719,0.2773109241367135,0.0481290526648742,0.3234509338867476,0.005455,14,12,LYS,Q9BXC1,-2.466,0.153,0.0788646421986059,Non-essential,84.1,19.5,3.0,0.2854538200857552,825
LMAN2L,903,0.2216990193883503,0.3109243694866181,0.0056049343665981,0.3188259709457456,0.005377,16,6,LYS,Q9H0V9,4.005,1.0,-0.04089082835553935,Non-essential,84.4,19.5,14.1,0.28543125564840227,826
ITGAV,1252,0.1866517450706391,0.3193277308240944,0.0443713427170646,0.1520308330862733,0.002564,47,9,LYS,P06756,4.69,0.997,-0.4219890819646121,Context-dependent,88.3,10.6,7.8,0.2852652497392675,827
UNC5C,824,0.2297764619761046,0.2352941174493327,0.0453771943697611,0.406818855618144,0.006861,22,9,LYS,O95185,-0.834,0.34,0.07337974852228865,Non-essential,78.1,25.2,20.8,0.2852019536042427,828
CYSLTR2,912,0.2209607123006318,0.2689075627992374,0.0436311877273446,0.3343611028757782,0.005639,14,16,LYS,Q9NS75,-1.283,0.245,0.034246719772352954,Non-essential,84.5,18.5,11.0,0.2851157196305138,829
PROM2,1056,0.2073333456786484,0.4789915962361415,0.0141515103590067,0.0383041802549659,0.000646,42,4,TYR,Q8N271,4.04,0.748,0.0075080838477856,Non-essential,85.8,10.7,5.6,0.28506098133614266,830
GRIK2,941,0.2180813527237746,0.2268907561118565,0.0772481417048869,0.3471686925585532,0.005855,49,11,LYS,Q13002,-2.548,0.193,0.15412290357861155,Non-essential,83.6,15.5,4.7,0.2850159732050098,831
SLC6A3,983,0.2143355679530358,0.2436974787868088,0.1146923928514945,0.2748295286095464,0.004635,24,12,LYS,Q01959,-4.608,0.106,0.09445099150901826,Non-essential,86.9,12.7,11.3,0.28497459794064334,832
DSG1,358,0.2671695768397976,0.2352941174493327,0.0916337181717539,0.4852060480284612,0.008183,29,11,LYS,Q02413,-5.012,0.12,0.02210128727773835,Non-essential,62.1,56.7,43.9,0.28486288265732024,833
SLC2A8,1001,0.2131720305739472,0.252100840124285,0.1109346829036849,0.2635042988437592,0.004444,16,5,LYS,Q9NY64,3.907,1.0,0.1254967703144002,Non-essential,85.4,12.2,8.4,0.2846450394803608,834
ART1,839,0.2276788065966442,0.2605042014617612,0.0343001739680531,0.3772902460717461,0.006363,13,6,LYS,P52961,-9.966,0.009,-0.0455115348452746,Non-essential,84.7,24.5,8.3,0.2845740755215662,835
SLC24A4,683,0.2406820842469575,0.252100840124285,0.104621224102483,0.3615179365549955,0.006097,30,13,LYS,Q8NFF2,-3.626,0.063,0.08671075560320635,Non-essential,70.8,35.2,23.3,0.28457008420786933,836
GABRA1,833,0.2279721713722527,0.2184873947743803,0.0170045864304918,0.4515861251111769,0.007616,19,4,LYS,P14867,-9.966,0.061,0.0905387072436675,Non-essential,81.7,24.1,16.4,0.2845182660564503,837
OPN1SW,996,0.2137928981871224,0.2605042014617612,0.0289862407085244,0.3363178179662021,0.005672,17,10,LYS,P03999,-3.458,0.011,0.12330081911211975,Non-essential,86.9,13.0,7.0,0.2845024851802981,838
ACVR1C,901,0.2217341345150647,0.252100840124285,0.0344646528546575,0.3685146753631781,0.006215,26,8,LYS,Q8NER5,-2.388,0.152,0.091869733331121,Non-essential,84.8,19.5,6.1,0.2844801260979587,839
PTPRO,832,0.2280390234281258,0.302521008149142,0.0212810374822078,0.3354876964126889,0.005658,41,7,LYS,Q16827,0.391,0.581,0.08172795353680165,Non-essential,77.4,25.6,14.8,0.2844745363259239,840
OR2A4,608,0.2451979776154036,0.2605042014617612,0.0495903843112446,0.4203972724577527,0.00709,20,11,LYS,O95047,-9.966,0.04,,No data,79.3,24.2,3.2,0.28447338470386574,841
TTYH3,861,0.2252056132925896,0.3781512601864275,0.0875154198956191,0.1589682774977764,0.002681,20,15,CYS,Q9C0H2,5.108,1.0,0.0082605187859957,Non-essential,79.4,24.7,21.0,0.2842738654135985,842
CD38,1039,0.2092239877167683,0.3109243694866181,0.0243238968843903,0.2585235695226801,0.00436,7,9,LYS,P28907,1.118,0.665,0.02696518961186195,Non-essential,90.9,10.3,2.7,0.2842353959220839,843
ACVR1B,896,0.2220765251881791,0.302521008149142,0.0344330222995413,0.3024607174621997,0.005101,17,1,LYS,P36896,3.934,0.998,-0.09272990359049149,Non-essential,83.4,21.0,10.9,0.28410578779263496,844
SLC12A2,777,0.2340228225004249,0.2773109241367135,0.035824766724656,0.3745034094278091,0.006316,51,8,LYS,P55011,2.839,0.961,0.06453097986701539,Non-essential,73.1,30.6,26.1,0.284040867485966,845
MMP16,779,0.2339496281972657,0.2605042014617612,0.0573968053139332,0.3750963533946042,0.006326,27,10,LYS,P51512,-1.732,0.268,0.06951914326806899,Non-essential,76.7,30.3,18.5,0.2839997601887508,846
IL1RAPL2,818,0.2304931469592241,0.2689075627992374,0.0113680215087774,0.3983990512896531,0.006719,21,6,LYS,Q9NP60,-4.608,0.047,-0.0153804322504662,Non-essential,75.2,27.6,22.3,0.28395941517934076,847
ADAM32,815,0.230711393150191,0.2436974787868088,0.044048711054879,0.4000592943966795,0.006747,32,6,LYS,Q8TC27,-1.248,0.255,0.1229694678502994,Non-essential,76.5,27.6,20.1,0.28372111893827273,848
GRM6,1027,0.2107961102404551,0.2605042014617612,0.0864146765775739,0.268900088941595,0.004535,36,15,LYS,O15303,-4.608,0.011,-0.037836540618430656,Non-essential,85.6,11.3,7.2,0.28370516189140865,849
SLC7A4,959,0.21627756245437,0.2689075627992374,0.0424292266329274,0.3199525644826563,0.005396,26,12,LYS,O43246,-1.086,0.377,0.0097412509258214,Non-essential,80.8,16.1,12.3,0.28361309475862906,850
SCN1A,617,0.2445118036961049,0.1932773107619518,0.1589372133480942,0.3983990512896531,0.006719,125,17,LYS,P35498,-9.966,0.104,0.029969824066481,Non-essential,68.5,38.5,25.5,0.28348112492611993,851
SLC44A5,961,0.2161471089112913,0.3613445375114751,0.0424924877431599,0.1962051586125111,0.003309,31,7,LYS,Q8NCS7,0.099,0.512,0.09071186291993824,Non-essential,82.2,17.7,4.2,0.2834449997179341,852
THSD7B,534,0.251253883801034,0.2605042014617612,0.075824766724656,0.4143492439964423,0.006988,79,8,LYS,Q9C0I4,-2.826,0.103,-0.0120644880998939,Non-essential,67.1,45.4,13.9,0.283319973191891,853
SLC4A5,655,0.2427870297980211,0.2352941174493327,0.0810374822078127,0.4145271271864808,0.006991,54,12,LYS,Q9BY07,-0.597,0.324,-0.29387319830435044,Non-essential,68.4,38.0,27.7,0.28324409345583984,854
NLGN4X,812,0.2311770057074207,0.2268907561118565,0.0865095682429226,0.3815594426326711,0.006435,33,13,LYS,Q8N0W4,-1.181,0.341,0.10691379746239575,Non-essential,79.1,28.2,23.8,0.2832290173580482,855
HCRTR2,775,0.2341633755417127,0.2605042014617612,0.0581685908587695,0.3750370589979246,0.006325,22,10,LYS,O43614,-9.966,0.01,0.0015906482483439,Non-essential,79.0,31.3,16.4,0.28317788297578994,856
KCNG4,855,0.2259407980865901,0.2605042014617612,0.1329242448204965,0.2728728135191224,0.004602,20,8,LYS,Q8TDN1,-9.966,0.02,-0.0610626492480697,Non-essential,77.9,24.5,15.4,0.28312573509652117,857
SLC6A2,1016,0.211982433576488,0.2436974787868088,0.0623185196900205,0.3193596205158612,0.005386,30,15,LYS,P23975,-5.012,0.12,-0.05127895040063485,Non-essential,87.2,12.6,8.4,0.2831136526268535,858
CD200R1,616,0.2445532137866255,0.2689075627992374,0.0141198798038905,0.4425140824192113,0.007463,15,3,LYS,Q8TD46,-1.355,0.205,-0.020920679269769447,Non-essential,74.5,40.2,24.7,0.2830761375355086,859
IL1R1,950,0.2172854237739185,0.2100840334369042,0.0143476198007275,0.4298250815297954,0.007249,29,3,LYS,P14778,4.028,0.98,0.029934797092635648,Non-essential,83.9,16.5,6.0,0.2830725870355472,860
HRH3,791,0.2328514142938058,0.2436974787868088,0.0617365174758817,0.389504891787726,0.006569,16,6,LYS,Q9Y5N1,-6.506,0.065,-0.048481968614893095,Non-essential,75.6,30.1,24.0,0.283004469891285,861
TNFSF18,966,0.2158135784986055,0.302521008149142,0.0011640044282777,0.3148532463682181,0.00531,4,2,LYS,Q9UNG2,-2.466,0.113,0.1460421534495513,Non-essential,86.7,16.9,9.0,0.2829866655513237,862
PRNP,458,0.2568339579409007,0.2436974787868088,0.037735252253677,0.4934479691669136,0.008322,6,10,LYS,P04156,5.802,0.999,0.01538277484350665,Non-essential,64.2,50.2,38.7,0.2828899229305307,863
SCN3A,654,0.2429167161532732,0.2268907561118565,0.0994338130634192,0.4077675659650163,0.006877,121,16,LYS,Q9NY46,-3.816,0.118,0.076581304876091,Non-essential,68.3,38.4,25.9,0.28281210939625867,864
HAVCR2,586,0.2471588920650128,0.3781512601864275,0.0311940534556381,0.2884672398458345,0.004865,3,4,LYS,Q8TDQ0,2.308,0.901,0.020682232834615448,Non-essential,71.8,44.5,19.6,0.28276826439061775,865
DGCR2,413,0.2614329023304671,0.2941176468116659,0.0256840107543887,0.4536021345982804,0.00765,12,3,LYS,P98153,5.335,1.0,-0.10510619895552456,Non-essential,63.1,55.1,37.8,0.28266271272225035,866
CLCNKB,1068,0.2064392747709759,0.252100840124285,0.081910485529021,0.2700859768751852,0.004555,34,12,LYS,P51801,-2.388,0.181,0.0053343261958935,Non-essential,87.2,8.6,3.8,0.28263440964455133,867
IL17RA,580,0.2476477310063225,0.2605042014617612,0.0560366914439348,0.4221168099614586,0.007119,35,12,LYS,Q96F46,2.266,0.991,-0.05015158421799025,Non-essential,68.9,43.1,34.9,0.28261484586296476,868
SCN7A,803,0.2318644050982678,0.1932773107619518,0.084048711054879,0.4311295582567447,0.007271,91,16,LYS,Q01118,-3.171,0.185,0.0677221187309613,Non-essential,73.7,29.1,14.7,0.28234162609458907,869
ITGA2,1079,0.2054690897639002,0.4201680668738084,0.0967452158785386,0.0279276608360509,0.000471,50,16,TYR,P17301,2.296,0.81,0.01860416177700975,Non-essential,85.7,10.9,4.3,0.2823270425844803,870
DCSTAMP,977,0.2149216577456847,0.3613445375114751,0.0250071168749011,0.2096056922620812,0.003535,23,6,LYS,Q9H295,-1.47,0.252,0.0800602964663944,Non-essential,82.3,17.9,1.1,0.2822237904132619,871
TLR1,1070,0.2063229072843365,0.3109243694866181,0.0400316305551162,0.2331455677438481,0.003932,35,6,LYS,Q15399,1.357,0.789,0.13126830286090396,Non-essential,87.2,10.1,1.0,0.28201782889505744,872
PSEN2,726,0.2377335090274999,0.2857142854741897,0.0573272180926775,0.3541654313667358,0.005973,22,5,LYS,P49810,3.803,0.999,0.02885648107812355,Non-essential,71.8,35.9,28.6,0.2819731622808197,873
GSG1L,618,0.2445023110087071,0.2352941174493327,0.0266898624070852,0.4745923510228283,0.008004,7,7,LYS,Q6UXU4,-4.293,0.123,-0.016499007707238902,Non-essential,71.6,40.8,27.5,0.28187349446474486,874
OR13F1,1073,0.2062295440748056,0.2605042014617612,0.0435616005060888,0.2965312777942484,0.005001,16,10,LYS,Q8NGS4,-9.966,0.0,-0.19353526849815725,Non-essential,87.1,9.4,1.9,0.28179969008670075,875
CDH5,856,0.2257225458547795,0.2100840334369042,0.0180420686383046,0.4542543729617551,0.007661,20,7,LYS,P33151,3.014,0.981,-0.16282244132085325,Non-essential,77.9,24.9,20.5,0.28170352210293137,876
OPN4,685,0.2406576182039608,0.2605042014617612,0.1103526806895461,0.3445004447079751,0.00581,13,10,LYS,Q9UHM6,-5.574,0.008,-0.11942840281170355,Non-essential,74.3,38.3,29.5,0.2815897518609968,877
OR9A1P,954,0.2168933749007555,0.2605042014617612,0.0158405820022141,0.3597983990512896,0.006068,19,5,LYS,Q8NGU1,-9.966,0.0,,No data,88.0,3.5,0.6,0.2815862157749923,878
EDAR,546,0.2501843713096379,0.352941176173999,0.0420433338605092,0.3213163356062852,0.005419,9,7,LYS,Q9UNE0,-3.109,0.185,0.03025995743160265,Non-essential,66.6,47.8,33.3,0.2815693290275983,879
GABRA5,910,0.2211121324490915,0.252100840124285,0.0180420686383046,0.3828639193596205,0.006457,22,4,LYS,P31644,-5.574,0.094,-0.0979861824796963,Non-essential,81.0,21.9,17.5,0.28156179104298107,880
ENPP6,1053,0.2075476984631631,0.2436974787868088,0.0152206231219357,0.3516750667061962,0.005931,9,8,LYS,Q6UWR7,-3.171,0.134,0.0743425259028405,Non-essential,92.4,10.5,9.1,0.2815180400324161,881
GABBR2,866,0.224929063036402,0.2773109241367135,0.0374126205914913,0.3426030240142306,0.005778,29,9,LYS,O75899,-4.035,0.205,-0.016015355602056497,Non-essential,77.7,25.6,20.3,0.28146273459928023,882
F11R,1019,0.2116434753509319,0.4453781508862369,0.0020053771943697,0.1096353394604209,0.001849,5,6,LYS,Q9Y624,5.893,0.999,-0.1569779631849007,Non-essential,87.2,17.4,8.7,0.2813925319738806,883
CHRNA9,923,0.2198976957958559,0.352941176173999,0.0122410248299857,0.2501630595908686,0.004219,19,3,LYS,Q9UGM1,-5.574,0.073,-0.06781678256593959,Non-essential,80.9,22.8,9.8,0.28133043276611325,884
ATP1B4,928,0.2193433347858409,0.2605042014617612,0.0545437292424482,0.32926178476134,0.005553,14,10,LYS,Q9UN42,-9.966,0.012,-0.11355031111611705,Non-essential,81.8,21.0,10.4,0.2811278490125635,885
GPR157,919,0.220393496453278,0.302521008149142,0.0305424640202435,0.3007411799584939,0.005072,16,8,LYS,Q5UAW9,1.816,0.859,-0.006762415560978,Non-essential,81.4,22.7,12.8,0.2810032638468841,886
HCAR2,1006,0.2127684313896469,0.3109243694866181,0.0616352996995097,0.2330269789504891,0.00393,13,11,LYS,Q8TDS4,-0.32,0.457,0.0941094026196614,Non-essential,82.7,16.5,13.8,0.28098909898281604,887
SCN5A,638,0.2436611705233993,0.252100840124285,0.0885212715483156,0.387548176697302,0.006536,107,17,LYS,Q14524,-3.171,0.07,-0.1012327121008526,Non-essential,67.2,41.3,26.4,0.28095265610490416,888
LRTM2,810,0.2312485753442772,0.2605042014617612,0.0053455638146449,0.4181440853839311,0.007052,11,5,LYS,Q8N967,-6.506,0.065,0.09707759856579426,Non-essential,79.9,31.1,20.8,0.28094888281126046,889
SLC10A5,931,0.2188557013435574,0.2605042014617612,0.0727819073224735,0.3093981618737029,0.005218,24,5,LYS,Q5PT55,-1.884,0.072,0.05950314541025445,Non-essential,80.2,20.8,5.9,0.2809214878106605,890
VN1R3,604,0.2453865878116674,0.2605042014617612,0.0686003479361062,0.4020160094871034,0.00678,16,12,LYS,Q9BXE9,-9.966,0.0,,No data,79.1,28.0,6.1,0.28083055986741884,891
CA12,1011,0.2124490754911503,0.4117647055363322,0.0045041910485529,0.1546397865401719,0.002608,11,4,LYS,O43570,3.326,0.847,-0.025412715543539452,Non-essential,87.8,18.1,10.7,0.28080364133489744,892
LRP8,769,0.2345203752534082,0.3277310921615705,0.0401644788866044,0.3045953157426623,0.005137,26,5,LYS,Q14114,1.828,0.801,-0.1387727410100299,Non-essential,72.5,35.1,23.2,0.28079583091386634,893
SLC4A7,952,0.2169817728335201,0.2352941174493327,0.0322568401075438,0.3772902460717461,0.006363,71,9,LYS,Q9Y6M7,2.004,0.912,-0.36504743938762363,Context-dependent,67.5,39.1,29.3,0.2806397126520889,894
SLC6A16,926,0.2194650934854676,0.2100840334369042,0.0871927882334334,0.3642454788022531,0.006143,30,17,LYS,Q9GZN6,-0.913,0.285,0.0418669831156951,Non-essential,80.0,20.9,18.6,0.2804889784618381,895
TAS2R7,1015,0.2121194953437765,0.2605042014617612,0.0344962834097738,0.3252297657871331,0.005485,15,8,LYS,Q9NYW3,-9.966,0.0,0.049241817853330455,Non-essential,84.8,15.7,0.0,0.2804079828108431,896
CDH11,880,0.2235259724447956,0.3361344534990467,0.0131836153724497,0.2837236881114734,0.004785,20,5,LYS,P55287,3.76,0.899,-0.0209146373295293,Non-essential,77.7,26.5,20.0,0.28037388459564716,897
SLC15A2,1051,0.208020739460043,0.2773109241367135,0.0857061521429701,0.2379484138748888,0.004013,27,15,LYS,Q16348,0.857,0.64,0.01185992182471765,Non-essential,84.1,12.6,7.7,0.2803724649523145,898
NCAM2,957,0.2163644340472528,0.2352941174493327,0.003694448837577,0.4037948413874888,0.00681,17,1,LYS,O15394,-1.214,0.33,0.0719414272961309,Non-essential,81.4,18.9,16.1,0.28032526366353294,899
CD37,986,0.21431595423137,0.352941176173999,0.0267214929622014,0.2170767862436999,0.003661,14,4,LYS,P11049,3.995,0.989,-0.10014881078697895,Non-essential,83.1,19.2,6.4,0.28027898146237495,900
SORL1,799,0.2319854221988793,0.3445378148365229,0.0636786335600189,0.2502223539875481,0.00422,90,17,LYS,Q92673,3.42,0.953,0.00926176609014755,Non-essential,73.2,33.8,11.8,0.2802634820796748,901
PCDHAC2,737,0.2368417282408443,0.2857142854741897,0.0137972481417048,0.3947227986955232,0.006657,15,8,LYS,Q9Y5I4,-1.732,0.257,-0.031279708522874844,Non-essential,71.9,37.0,31.4,0.2801300116252734,902
PCDHB11,999,0.2135287460104868,0.2605042014617612,0.0154167325636564,0.3490068188556181,0.005886,17,6,LYS,Q9Y5F2,-0.941,0.347,-0.0022735867006517998,Non-essential,82.0,17.2,15.3,0.280082358366435,903
KL,1083,0.2048812911966609,0.2352941174493327,0.0516906531709631,0.3175214942187963,0.005355,34,8,LYS,Q9UEF7,-1.732,0.254,0.0527273302148488,Non-essential,89.1,9.6,5.5,0.28005597795470627,904
SLC38A11,1102,0.2024176077495093,0.2268907561118565,0.0726490589909853,0.2995552920249036,0.005052,21,8,LYS,Q08AI6,-1.026,0.34,-0.05750726807283695,Non-essential,88.5,7.6,6.2,0.27986285239312203,905
IL17RD,647,0.2431619078534252,0.302521008149142,0.0280499762770836,0.3791283723688111,0.006394,29,9,LYS,Q8NFM7,0.715,0.653,-0.0196628388072233,Non-essential,68.3,43.0,36.5,0.2796769400136734,906
MSLN,974,0.2149986209876646,0.3949579828613799,0.0229005219041594,0.1671509042395493,0.002819,26,3,LYS,Q13421,0.455,0.536,0.0719638046961022,Non-essential,78.6,21.1,16.5,0.2796481505374101,907
CDH10,884,0.2230959577785961,0.2268907561118565,0.0257156413095049,0.4154165431366735,0.007006,27,4,LYS,Q9Y6N8,-5.574,0.136,0.09952156967975634,Non-essential,78.4,25.5,18.1,0.27919481075069436,908
OR7C1,1084,0.2048435847667949,0.2773109241367135,0.0832389688439032,0.2298250815297954,0.003876,9,15,LYS,O76099,-5.574,0.02,-0.10178680277770699,Non-essential,87.6,11.2,2.5,0.27912483604127436,909
UNC93B1,970,0.2156418404750384,0.3445378148365229,0.0795824766724656,0.1798399051289653,0.003033,30,10,LYS,Q9H1C4,4.675,1.0,0.0252404748171487,Non-essential,79.6,21.4,17.3,0.27904383064314076,910
OR5AL1,704,0.2393858555169596,0.2605042014617612,0.0519183931678001,0.3986955232730506,0.006724,17,4,LYS,P0C617,-9.966,0.0,,No data,79.7,24.9,9.4,0.2789299496218291,911
SLITRK2,632,0.2439158422597708,0.201680672099428,0.1589688439032105,0.3851764008301215,0.006496,23,17,LYS,Q9H156,-4.608,0.149,0.0242282068746414,Non-essential,67.0,42.7,34.7,0.2789245464181328,912
GRIN2B,469,0.2557225807376435,0.2268907561118565,0.0948030997944013,0.4550844945152683,0.007675,59,14,LYS,Q13224,-9.966,0.05,0.07701948149263615,Non-essential,60.7,53.0,44.1,0.27888366321656716,913
CD244,597,0.2459720705104686,0.2773109241367135,0.0104317570773367,0.4397272457752741,0.007416,10,2,LYS,Q9BZW8,-1.51,0.192,0.0519186751453703,Non-essential,71.1,45.9,18.6,0.2786985741610024,914
ASIC1,1026,0.2108769819629661,0.2773109241367135,0.0189150719595128,0.314260302401423,0.0053,27,6,LYS,P78348,0.605,0.61,-0.16209936678723735,Non-essential,83.8,16.7,13.4,0.27865266703808367,915
OR51B5,1169,0.1956919173325789,0.2857142854741897,0.0360145500553534,0.2353394604209902,0.003969,14,6,LYS,Q9H339,-6.506,0.026,0.0783129217142179,Non-essential,89.6,4.2,1.9,0.2786385025350523,916
BTLA,448,0.2581304554747675,0.2773109241367135,0.0023975960778111,0.4882893566557959,0.008235,6,6,LYS,Q7Z6A9,-1.639,0.196,0.0932976489921139,Non-essential,67.2,56.7,28.7,0.2780305616312515,917
FCGR2A,785,0.233236009104324,0.3613445375114751,0.0100395381938953,0.2856211088052179,0.004817,5,3,LYS,P12318,4.183,0.992,-0.0004270350098587,Non-essential,76.9,37.5,24.0,0.2778857498787946,918
TNFSF8,886,0.2230194691236425,0.3109243694866181,0.0068638304602245,0.3219685739697598,0.00543,8,3,LYS,P32971,-0.134,0.47,0.022945479969746052,Non-essential,78.9,28.6,14.5,0.27743163042781244,919
