gene,uniprot_id,n_pockets,max_pocket_volume,n_nucleophiles,ldt_score,top_res_type,tsi_norm,tsi,pocket_norm,ldt_norm,final_score,rank,plddt_below_70,plddt_term,composite_primary,rank_primary
SLC24A4,Q8NFF2,30,1653.8,13,0.006097,LYS,0.252100840124285,-0.001,0.104621224102483,0.3615179365549955,0.2406820842469575,683,35.2,0.6479999999999999,0.2748011454129935,795
KCNG4,Q8TDN1,20,2101.2,8,0.004602,LYS,0.2605042014617612,0.0,0.1329242448204965,0.2728728135191224,0.2259407980865901,855,24.5,0.755,0.27477194733754595,796
EPHA8,P29322,35,1177.1,10,0.0053,LYS,0.2689075627992374,0.001,0.0744646528546575,0.314260302401423,0.2241805116965191,872,20.5,0.795,0.2745221184364861,797
CR2,P20023,29,242.2,4,0.006167,LYS,0.302521008149142,0.005,0.0153218408983077,0.3656685443225614,0.2353055188259175,757,27.4,0.726,0.27449604120233234,798
DSG1,Q02413,29,1448.5,11,0.008183,LYS,0.2352941174493327,-0.003,0.0916337181717539,0.4852060480284612,0.2671695768397976,358,56.7,0.43299999999999994,0.27444456856590793,799
BACE1,P56817,18,625.1,9,0.006648,LYS,0.2268907561118565,-0.004,0.0395445200063261,0.3941891491254076,0.2208764031842627,913,15.6,0.844,0.2742224079223995,800
OR5T2,Q8NGG2,22,436.2,9,0.006486,LYS,0.2605042014617612,0.0,0.0275944962834097,0.3845834568633263,0.2278550665287253,837,21.4,0.786,0.2742006836124709,801
IL1RAP,Q9NPH3,13,106.5,4,0.004689,LYS,0.3193277308240944,0.007,0.0067373082397596,0.2780314260302401,0.2131617126106376,1002,9.1,0.909,0.27419375476792096,802
OR2T35,Q8NGX2,16,924.7,10,0.004982,LYS,0.2605042014617612,0.0,0.0584975486319784,0.2954046842573377,0.2103723504514993,1030,8.4,0.916,0.27417690616554435,803
PCDHGB3,Q9Y5G1,18,118.3,3,0.007581,LYS,0.252100840124285,-0.001,0.0074837893405029,0.449510821227394,0.237938719220083,724,28.7,0.7130000000000001,0.2741581361524991,804
OR4A5,Q8NH83,16,197.1,7,0.005797,LYS,0.2605042014617612,0.0,0.0124687648268227,0.3437296175511414,0.2110611952980937,1023,6.7,0.933,0.27414950434744856,805
CXCR3,P49682,19,146.4,4,0.000392,TYR,0.5378151255984748,0.033,0.0092614265380357,0.0232434034983694,0.2248774992503114,867,22.8,0.772,0.2740245727954692,806
SLC12A3,P55017,54,631.3,13,0.005721,LYS,0.2689075627992374,0.001,0.0399367388897675,0.3392232434034983,0.2213110198076747,906,16.9,0.831,0.2740044794975379,807
TMEM132A,Q24JP5,55,1075.7,2,0.001941,LYS,0.4621848735611892,0.024,0.0680499762770836,0.1150904239549362,0.2398160694940816,696,37.0,0.63,0.27395230461827536,808
CADM2,Q8N3J6,8,116.7,2,0.008541,LYS,0.201680672099428,-0.007,0.0073825715641309,0.5064334420397272,0.2348170729209286,761,25.5,0.745,0.27391136721397086,809
GRIK2,Q13002,49,1221.1,11,0.005855,LYS,0.2268907561118565,-0.004,0.0772481417048869,0.3471686925585532,0.2180813527237746,941,15.5,0.845,0.27387838029025413,810
PCDHB12,Q9Y5F1,16,225.3,7,0.006716,LYS,0.252100840124285,-0.001,0.0142527281353787,0.3982211680996145,0.224582504920212,870,18.2,0.8180000000000001,0.273866404509017,811
PCDHGA11,Q9Y5H2,20,257.5,2,0.007722,LYS,0.2436974787868088,-0.002,0.0162897358848647,0.4578713311592054,0.2397273116279445,700,30.8,0.692,0.2738488711306438,812
GABRG3,Q99928,17,353.3,10,0.0058,LYS,0.3193277308240944,0.007,0.0223501502451368,0.3439075007411799,0.2376083876255327,729,30.6,0.694,0.27384662604726906,813
PTCHD3,Q3KNS1,40,2488.8,23,0.003549,LYS,0.2605042014617612,0.0,0.1574442511466076,0.2104358138155944,0.214565700073365,980,17.2,0.8280000000000001,0.2738186993094973,814
ECE1,P42892,37,578.0,8,0.005424,LYS,0.2605042014617612,0.0,0.036564921714376,0.3216128075896827,0.2116549993759221,1018,8.8,0.912,0.2737491489233499,815
TTYH3,Q9C0H2,20,1383.4,15,0.002681,CYS,0.3781512601864275,0.014,0.0875154198956191,0.1589682774977764,0.2252056132925896,861,24.7,0.753,0.27364963640837947,816
TMEM87A,Q8NBN3,32,3821.1,13,0.00178,LYS,0.3109243694866181,0.006,0.2417270283093468,0.1055440260895345,0.2285510641143116,828,34.1,0.659,0.273627644335504,817
TAS2R10,Q9NYW0,20,557.6,7,0.005547,LYS,0.2605042014617612,-0.0,0.0352743950656334,0.3289060183812629,0.2134558046187733,1000,10.4,0.896,0.27358529362662215,818
NRP1,O14786,33,743.9,9,0.005972,LYS,0.2689075627992374,0.001,0.0470599399019452,0.3541061369700563,0.2279128481812954,835,23.2,0.768,0.2735621631928307,819
IGDCC4,Q8TDY8,44,672.3,4,0.00766,LYS,0.2352941174493327,-0.003,0.0425304444092993,0.4541950785650755,0.2431353038720455,648,35.1,0.649,0.27356084407132514,820
TRGC2,P03986,8,46.1,3,0.006174,LYS,0.302521008149142,0.005,0.0029163371817175,0.3660836050993181,0.2317083859439674,804,24.9,0.751,0.27337815528154447,821
GLP1R,P43220,21,459.3,8,0.006123,LYS,0.2605042014617612,0.0,0.0290558279297801,0.3630595908686628,0.2218363062242374,900,17.3,0.827,0.27335811660771614,822
GRM6,O15303,36,1366.0,15,0.004535,LYS,0.2605042014617612,-0.0,0.0864146765775739,0.268900088941595,0.2107961102404551,1027,11.3,0.887,0.27302589572028735,823
GSG1,Q2KHT4,14,447.0,6,0.00818,LYS,0.252100840124285,-0.001,0.0282777162739206,0.4850281648384227,0.2548321003834169,478,45.0,0.55,0.27297565013528163,824
LHFPL5,Q8TAF8,7,47.6,3,0.005154,LYS,0.2941176468116659,0.004,0.0030112288470662,0.305603320486214,0.2102314235246504,1031,7.3,0.927,0.2729453751597564,825
KLRC3,Q07444,3,24.6,2,0.008435,LYS,0.2605042014617612,0.0,0.0015562233117191,0.5001482359916988,0.2547130183757298,480,43.8,0.562,0.27288039650305684,826
GPR174,Q9BXC1,14,760.8,12,0.005455,LYS,0.2773109241367135,0.002,0.0481290526648742,0.3234509338867476,0.2223983656201719,892,19.5,0.8049999999999999,0.2728602727189989,827
SCN3A,Q9NY46,121,1571.8,16,0.006877,LYS,0.2268907561118565,-0.004,0.0994338130634192,0.4077675659650163,0.2429167161532732,654,38.4,0.616,0.2727838000494296,828
NLGN4X,Q8N0W4,33,1367.5,13,0.006435,LYS,0.2268907561118565,-0.004,0.0865095682429226,0.3815594426326711,0.2311770057074207,812,28.2,0.718,0.2725544957701943,829
UNC5C,O95185,22,717.3,9,0.006861,LYS,0.2352941174493327,-0.003,0.0453771943697611,0.406818855618144,0.2297764619761046,824,25.2,0.748,0.2724708133227308,830
MR1,Q95460,18,286.7,6,0.004332,LYS,0.3361344534990467,0.009,0.0181369603036533,0.2568633264156537,0.2169538674154107,953,15.0,0.85,0.27230397841967574,831
CYSLTR2,Q9NS75,14,689.7,16,0.005639,LYS,0.2689075627992374,0.001,0.0436311877273446,0.3343611028757782,0.2209607123006318,912,18.5,0.815,0.272297279016881,832
SLC4A5,Q9BY07,54,1281.0,12,0.006991,LYS,0.2352941174493327,-0.003,0.0810374822078127,0.4145271271864808,0.2427870297980211,655,38.0,0.62,0.2722959675662305,833
ITGA2,P17301,50,1529.3,16,0.000471,TYR,0.4201680668738084,0.019,0.0967452158785386,0.0279276608360509,0.2054690897639002,1079,10.9,0.891,0.27216430337840725,834
THSD7B,Q9C0I4,79,1198.6,8,0.006988,LYS,0.2605042014617612,-0.0,0.075824766724656,0.4143492439964423,0.251253883801034,534,45.4,0.546,0.2721112115281238,835
OPN4,Q9UHM6,13,1744.4,10,0.00581,LYS,0.2605042014617612,-0.0,0.1103526806895461,0.3445004447079751,0.2406576182039608,685,38.3,0.617,0.272107385895474,836
OR2T27,Q8NH04,14,292.9,7,0.005484,LYS,0.2605042014617612,0.0,0.0185291791870947,0.3251704713904536,0.2073115757579689,1057,6.0,0.94,0.27202784211535824,837
IL21R,Q9HBE5,13,273.4,5,0.006239,LYS,0.3781512601864275,0.014,0.0172955875375612,0.3699377408834864,0.2674305026008853,353,58.0,0.42000000000000004,0.2720260525473896,838
IZUMO3,Q5VZ72,10,73.2,3,0.006094,LYS,0.2605042014617612,0.0,0.0046307132690178,0.3613400533649569,0.2139929105748969,994,10.9,0.891,0.27200069783356096,839
IL13RA1,P78552,16,143.4,5,0.005686,LYS,0.3109243694866181,0.006,0.0090716432073382,0.3371479395197153,0.2282356226127633,830,23.9,0.761,0.2719320071624466,840
SLITRK2,Q9H156,23,2512.9,17,0.006496,LYS,0.201680672099428,-0.007,0.1589688439032105,0.3851764008301215,0.2439158422597708,632,42.7,0.573,0.27187298861329334,841
MMP16,P51512,27,907.3,10,0.006326,LYS,0.2605042014617612,-0.0,0.0573968053139332,0.3750963533946042,0.2339496281972657,779,30.3,0.6970000000000001,0.2718696004544474,842
PCDH8,O95206,22,320.0,6,0.007901,LYS,0.252100840124285,-0.001,0.020243555274395,0.4684850281648384,0.247458911081484,582,39.6,0.604,0.27182961766702785,843
CLCNKB,P51801,34,1294.8,12,0.004555,LYS,0.252100840124285,-0.001,0.081910485529021,0.2700859768751852,0.2064392747709759,1068,8.6,0.914,0.27172993392100236,844
BTN3A3,O00478,21,145.9,4,0.005626,LYS,0.302521008149142,0.005,0.0092297959829195,0.3335902757189445,0.223854424770216,876,20.5,0.795,0.2715488605768117,845
SCN7A,Q01118,91,1328.6,16,0.007271,LYS,0.1932773107619518,-0.008,0.084048711054879,0.4311295582567447,0.2318644050982678,803,29.1,0.709,0.271544061647333,846
ART1,P52961,13,542.2,6,0.006363,LYS,0.2605042014617612,0.0,0.0343001739680531,0.3772902460717461,0.2276788065966442,839,24.5,0.755,0.2712890842199689,847
KCNMB2,Q9Y691,9,43.5,3,0.005866,LYS,0.2605042014617612,0.0,0.002751858295113,0.3478209309220278,0.2093735173498467,1038,7.7,0.923,0.27125726073065726,848
SLC6A2,P23975,30,985.1,15,0.005386,LYS,0.2436974787868088,-0.002,0.0623185196900205,0.3193596205158612,0.211982433576488,1016,12.6,0.874,0.27122957861135455,849
IFNAR1,P17181,24,207.4,2,0.005408,LYS,0.3277310921615705,0.008,0.0131203542622173,0.3206640972428105,0.2312277723161365,811,27.6,0.724,0.2712080128459175,850
ACVR1C,Q8NER5,26,544.8,8,0.006215,LYS,0.252100840124285,-0.001,0.0344646528546575,0.3685146753631781,0.2217341345150647,901,19.5,0.8049999999999999,0.2712033587406915,851
PCDHB10,Q9UN67,16,149.5,1,0.006038,LYS,0.2773109241367135,0.002,0.0094575359797564,0.3580195671509042,0.2211675005938836,908,18.2,0.8180000000000001,0.27120097602950266,852
OR5C1,Q8NGR4,15,187.4,4,0.005658,LYS,0.2605042014617612,0.0,0.0118551320575676,0.3354876964126889,0.2084045291257814,1047,7.5,0.925,0.27110493423205895,853
HRH3,Q9Y5N1,16,975.9,6,0.006569,LYS,0.2436974787868088,-0.002,0.0617365174758817,0.389504891787726,0.2328514142938058,791,30.1,0.6990000000000001,0.2710912957650791,854
HCRTR2,O43614,22,919.5,10,0.006325,LYS,0.2605042014617612,0.0,0.0581685908587695,0.3750370589979246,0.2341633755417127,775,31.3,0.687,0.2710863125187284,855
OPN1SW,P03999,17,458.2,10,0.005672,LYS,0.2605042014617612,-0.0,0.0289862407085244,0.3363178179662021,0.2137928981871224,996,13.0,0.87,0.27095179721572427,856
ADAM32,Q8TC27,32,696.3,6,0.006747,LYS,0.2436974787868088,-0.002,0.044048711054879,0.4000592943966795,0.230711393150191,815,27.6,0.724,0.2709235544910167,857
SLC12A2,P55011,51,566.3,8,0.006316,LYS,0.2773109241367135,0.002,0.035824766724656,0.3745034094278091,0.2340228225004249,777,30.6,0.694,0.2708321058221988,858
ACVR1B,P36896,17,544.3,1,0.005101,LYS,0.302521008149142,0.005,0.0344330222995413,0.3024607174621997,0.2220765251881791,896,21.0,0.79,0.270827438907612,859
PROM2,Q8N271,42,223.7,4,0.000646,TYR,0.4789915962361415,0.026,0.0141515103590067,0.0383041802549659,0.2073333456786484,1056,10.7,0.893,0.270768556854093,860
SLC7A4,O43246,26,670.7,12,0.005396,LYS,0.2689075627992374,0.001,0.0424292266329274,0.3199525644826563,0.21627756245437,959,16.1,0.839,0.2707345560902754,861
LMAN2L,Q9H0V9,16,88.6,6,0.005377,LYS,0.3109243694866181,0.006,0.0056049343665981,0.3188259709457456,0.2216990193883503,903,19.5,0.8049999999999999,0.2707115023667322,862
SLC44A5,Q8NCS7,31,671.7,7,0.003309,LYS,0.3613445375114751,0.012,0.0424924877431599,0.1962051586125111,0.2161471089112913,961,17.7,0.823,0.27056962410509205,863
ABCC3,O15438,98,3055.1,20,0.001123,LYS,0.3109243694866181,0.006,0.1932690178712636,0.0665876074710939,0.2023267353973545,1105,12.9,0.871,0.27055113654946894,864
PTPRO,Q16827,41,336.4,7,0.005658,LYS,0.302521008149142,0.005,0.0212810374822078,0.3354876964126889,0.2280390234281258,832,25.6,0.744,0.2705385882000343,865
CD38,P28907,7,384.5,9,0.00436,LYS,0.3109243694866181,0.006,0.0243238968843903,0.2585235695226801,0.2092239877167683,1039,10.3,0.897,0.27045159076630343,866
IL17RA,Q96F46,35,885.8,12,0.007119,LYS,0.2605042014617612,-0.0,0.0560366914439348,0.4221168099614586,0.2476477310063225,580,43.1,0.569,0.2704166804351615,867
SCN5A,Q14524,107,1399.3,17,0.006536,LYS,0.252100840124285,-0.001,0.0885212715483156,0.387548176697302,0.2436611705233993,638,41.3,0.587,0.27037871968231997,868
GABRA1,P14867,19,268.8,4,0.007616,LYS,0.2184873947743803,-0.005,0.0170045864304918,0.4515861251111769,0.2279721713722527,833,24.1,0.759,0.2703684953779749,869
SLC6A16,Q9GZN6,30,1378.3,17,0.006143,LYS,0.2100840334369042,-0.006,0.0871927882334334,0.3642454788022531,0.2194650934854676,926,20.9,0.791,0.2698486178735098,870
PSEN2,P49810,22,906.2,5,0.005973,LYS,0.2857142854741897,0.003,0.0573272180926775,0.3541654313667358,0.2377335090274999,726,35.9,0.641,0.26983952318545357,871
PRNP,P04156,6,596.5,10,0.008322,LYS,0.2436974787868088,-0.002,0.037735252253677,0.4934479691669136,0.2568339579409007,458,50.2,0.498,0.2697766855432146,872
SLC15A2,Q16348,27,1354.8,15,0.004013,LYS,0.2773109241367135,0.002,0.0857061521429701,0.2379484138748888,0.208020739460043,1051,12.6,0.874,0.269657772559463,873
SLC10A5,Q5PT55,24,1150.5,5,0.005218,LYS,0.2605042014617612,0.0,0.0727819073224735,0.3093981618737029,0.2188557013435574,931,20.8,0.792,0.26956058317678416,874
IL1RAPL2,Q9NP60,21,179.7,6,0.006719,LYS,0.2689075627992374,0.001,0.0113680215087774,0.3983990512896531,0.2304931469592241,818,27.6,0.724,0.26952781625477956,875
MYOF,Q9NZM1,106,2232.3,10,0.003142,LYS,0.2857142854741897,0.003,0.1412177763719753,0.1863029943670323,0.2125419454113781,1010,19.6,0.804,0.26934108141931706,876
HAVCR2,Q8TDQ0,3,493.1,4,0.004865,LYS,0.3781512601864275,0.014,0.0311940534556381,0.2884672398458345,0.2471588920650128,586,44.5,0.5549999999999999,0.2693279670633997,877
SV2A,Q7L0J3,25,2341.9,19,0.004638,LYS,0.2352941174493327,-0.003,0.1481511940534556,0.2750074117995849,0.2210652287356452,911,26.4,0.736,0.26915015227319933,878
HCAR2,Q8TDS4,13,974.3,11,0.00393,LYS,0.3109243694866181,0.006,0.0616352996995097,0.2330269789504891,0.2127684313896469,1006,16.5,0.835,0.2690708639677915,879
TLR1,Q15399,35,632.8,6,0.003932,LYS,0.3109243694866181,0.006,0.0400316305551162,0.2331455677438481,0.2063229072843365,1070,10.1,0.899,0.2690194104228132,880
OR13F1,Q8NGS4,16,688.6,10,0.005001,LYS,0.2605042014617612,0.0,0.0435616005060888,0.2965312777942484,0.2062295440748056,1073,9.4,0.906,0.2689777701120052,881
DGCR2,P98153,12,406.0,3,0.00765,LYS,0.2941176468116659,0.004,0.0256840107543887,0.4536021345982804,0.2614329023304671,413,55.1,0.44899999999999995,0.2689469132599698,882
ATP1B4,Q9UN42,14,862.2,10,0.005553,LYS,0.2605042014617612,0.0,0.0545437292424482,0.32926178476134,0.2193433347858409,928,21.0,0.79,0.26885503547468587,883
IL1R1,P14778,29,226.8,3,0.007249,LYS,0.2100840334369042,-0.006,0.0143476198007275,0.4298250815297954,0.2172854237739185,950,16.5,0.835,0.2687899680255836,884
CD200R1,Q8TD46,15,223.2,3,0.007463,LYS,0.2689075627992374,0.001,0.0141198798038905,0.4425140824192113,0.2445532137866255,616,40.2,0.598,0.26878213152570307,885
EDAR,Q9UNE0,9,664.6,7,0.005419,LYS,0.352941176173999,0.011,0.0420433338605092,0.3213163356062852,0.2501843713096379,546,47.8,0.522,0.2686714957206237,886
GRIN2B,Q13224,59,1498.6,14,0.007675,LYS,0.2268907561118565,-0.004,0.0948030997944013,0.4550844945152683,0.2557225807376435,469,53.0,0.47,0.2686238182062872,887
SLC38A11,Q08AI6,21,1148.4,8,0.005052,LYS,0.2268907561118565,-0.004,0.0726490589909853,0.2995552920249036,0.2024176077495093,1102,7.6,0.924,0.2684953053426713,888
DCSTAMP,Q9H295,23,395.3,6,0.003535,LYS,0.3613445375114751,0.012,0.0250071168749011,0.2096056922620812,0.2149216577456847,977,17.9,0.821,0.26847414625700694,889
SORL1,Q92673,90,1006.6,17,0.00422,LYS,0.3445378148365229,0.01,0.0636786335600189,0.2502223539875481,0.2319854221988793,799,33.8,0.662,0.2684474137576757,890
GABBR2,O75899,29,591.4,9,0.005778,LYS,0.2773109241367135,0.002,0.0374126205914913,0.3426030240142306,0.224929063036402,866,25.6,0.744,0.2683333656288548,891
OR7C1,O76099,9,1315.8,15,0.003876,LYS,0.2773109241367135,0.002,0.0832389688439032,0.2298250815297954,0.2048435847667949,1084,11.2,0.888,0.26828678448346954,892
GSG1L,Q6UXU4,7,421.9,7,0.008004,LYS,0.2352941174493327,-0.003,0.0266898624070852,0.4745923510228283,0.2445023110087071,618,40.8,0.5920000000000001,0.2682079875850991,893
OR5AK3P,Q8NH89,15,604.7,7,0.004916,LYS,0.2605042014617612,0.0,0.0382539933575834,0.2914912540764897,0.2031252548149264,1097,7.4,0.9259999999999999,0.26812548203801384,894
TNFSF18,Q9UNG2,4,18.4,2,0.00531,LYS,0.302521008149142,0.005,0.0011640044282777,0.3148532463682181,0.2158135784986055,966,16.9,0.831,0.26804486577273756,895
UNC93B1,Q9H1C4,30,1258.0,10,0.003033,LYS,0.3445378148365229,0.01,0.0795824766724656,0.1798399051289653,0.2156418404750384,970,21.4,0.786,0.26802295447676405,896
LRP8,Q14114,26,634.9,5,0.005137,LYS,0.3277310921615705,0.008,0.0401644788866044,0.3045953157426623,0.2345203752534082,769,35.1,0.649,0.2678040548581966,897
KL,Q9UEF7,34,817.1,8,0.005355,LYS,0.2352941174493327,-0.003,0.0516906531709631,0.3175214942187963,0.2048812911966609,1083,9.6,0.904,0.26764051061325445,898
CDH5,P33151,20,285.2,7,0.007661,LYS,0.2100840334369042,-0.006,0.0180420686383046,0.4542543729617551,0.2257225458547795,856,24.9,0.751,0.2676056255348466,899
GPR157,Q5UAW9,16,482.8,8,0.005072,LYS,0.302521008149142,0.005,0.0305424640202435,0.3007411799584939,0.220393496453278,919,22.7,0.773,0.2675303870478962,900
GABRA5,P31644,22,285.2,4,0.006457,LYS,0.252100840124285,-0.001,0.0180420686383046,0.3828639193596205,0.2211121324490915,910,21.9,0.781,0.26746389447489627,901
GPR61,Q9BZJ8,17,841.7,8,0.0074,LYS,0.252100840124285,-0.001,0.0532468764826822,0.438778535428402,0.2484479596230393,569,46.6,0.534,0.2673039908454049,902
ENPP6,Q6UWR7,9,240.6,8,0.005931,LYS,0.2436974787868088,-0.002,0.0152206231219357,0.3516750667061962,0.2075476984631631,1053,10.5,0.895,0.26727907118851285,903
TAS2R7,Q9NYW3,15,545.3,8,0.005485,LYS,0.2605042014617612,0.0,0.0344962834097738,0.3252297657871331,0.2121194953437765,1015,15.7,0.843,0.2671327969813318,904
CHRNA9,Q9UGM1,19,193.5,3,0.004219,LYS,0.352941176173999,0.011,0.0122410248299857,0.2501630595908686,0.2198976957958559,923,22.8,0.772,0.2669424840076125,905
OR7G2,Q8NG99,22,226.8,8,0.005425,LYS,0.2605042014617612,0.0,0.0143476198007275,0.3216721019863622,0.2050075971208314,1082,9.0,0.91,0.26689878194842526,906
CD37,P11049,14,422.4,4,0.003661,LYS,0.352941176173999,0.011,0.0267214929622014,0.2170767862436999,0.21431595423137,986,19.2,0.808,0.2666150561104851,907
SCN9A,Q15858,125,1340.4,14,0.006453,LYS,0.2352941174493327,-0.003,0.0847951921556223,0.3826267417729024,0.2343442271582905,773,36.9,0.631,0.26654818419717874,908
F11R,Q9Y624,5,31.7,6,0.001849,LYS,0.4453781508862369,0.022,0.0020053771943697,0.1096353394604209,0.2116434753509319,1019,17.4,0.8260000000000001,0.26649280083359905,909
SLC5A6,Q9Y289,22,1659.4,13,0.004576,LYS,0.252100840124285,-0.001,0.1049754863197849,0.2713311592054551,0.213732329707286,997,21.3,0.787,0.266260729740799,910
LRTM2,Q8N967,11,84.5,5,0.007052,LYS,0.2605042014617612,0.0,0.0053455638146449,0.4181440853839311,0.2312485753442772,810,31.1,0.6890000000000001,0.2662161610019927,911
MMP25,Q9NPA2,33,1538.6,15,0.00506,LYS,0.252100840124285,-0.001,0.0973335442037007,0.3000296471983397,0.2200492934703261,921,26.3,0.737,0.2661427691041949,912
IL17RD,Q8NFM7,29,443.4,9,0.006394,LYS,0.302521008149142,0.005,0.0280499762770836,0.3791283723688111,0.2431619078534252,647,43.0,0.5700000000000001,0.26607943882752755,913
CDH11,P55287,20,208.4,5,0.004785,LYS,0.3361344534990467,0.009,0.0131836153724497,0.2837236881114734,0.2235259724447956,880,26.5,0.735,0.2660330653642696,914
CA12,O43570,11,71.2,4,0.002608,LYS,0.4117647055363322,0.018,0.0045041910485529,0.1546397865401719,0.2124490754911503,1011,18.1,0.819,0.2660288508873251,915
PCDHB11,Q9Y5F2,17,243.7,6,0.005886,LYS,0.2605042014617612,-0.0,0.0154167325636564,0.3490068188556181,0.2135287460104868,999,17.2,0.8280000000000001,0.2658531949946179,916
PCDHAC2,Q9Y5I4,15,218.1,8,0.006657,LYS,0.2857142854741897,0.003,0.0137972481417048,0.3947227986955232,0.2368417282408443,737,37.0,0.63,0.2658198740323586,917
MSLNL,Q96KJ4,31,279.0,8,0.006647,LYS,0.2605042014617612,0.0,0.0176498497548632,0.3941298547287281,0.2277355919297818,838,29.2,0.708,0.26580388912025743,918
MSLN,Q13421,26,362.0,3,0.002819,LYS,0.3949579828613799,0.016,0.0229005219041594,0.1671509042395493,0.2149986209876646,974,21.1,0.7889999999999999,0.26579317663261814,919
PCSK5,Q92824,77,1672.7,13,0.005536,LYS,0.2100840334369042,-0.006,0.1058168590858769,0.3282537800177883,0.2142548051058612,989,21.8,0.782,0.26553791443312663,920
NCAM2,O15394,17,58.4,1,0.00681,LYS,0.2352941174493327,-0.003,0.003694448837577,0.4037948413874888,0.2163644340472528,957,18.9,0.811,0.26550998610541177,921
CDH10,Q9Y6N8,27,406.5,4,0.007006,LYS,0.2268907561118565,-0.004,0.0257156413095049,0.4154165431366735,0.2230959577785961,884,25.5,0.745,0.2654805928161696,922
SLC7A5,Q01650,23,1073.2,15,0.001657,LYS,0.3697478988489514,0.013,0.0678918235015024,0.0982508152979543,0.1977419511794176,1143,8.9,0.911,0.26544201547207225,923
OR51B5,Q9H339,14,569.3,6,0.003969,LYS,0.2857142854741897,0.003,0.0360145500553534,0.2353394604209902,0.1956919173325789,1169,4.2,0.958,0.26543923003781994,924
