gene,confidence_tier,source_surfy,source_go,uniprot_id,description,length
GPR52,Tier2_SURFY_only,True,False,Q9Y2T5,Probable G-protein coupled receptor 52,361
ABCA2,Tier2_SURFY_only,True,False,Q9BZC7,ATP-binding cassette sub-family A member 2,2435
TDGF1,Tier2_SURFY_only,True,False,P13385,Teratocarcinoma-derived growth factor 1,188
MCAM,Tier2_SURFY_only,True,False,P43121,Cell surface glycoprotein MUC18,646
CRHR1,Tier2_SURFY_only,True,False,P34998,Corticotropin-releasing factor receptor 1,444
OSTM1,Tier2_SURFY_only,True,False,Q86WC4,Osteopetrosis-associated transmembrane protein 1,334
CACNA1C,Tier2_SURFY_only,True,False,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,2221
TNFRSF1A,Tier2_SURFY_only,True,False,P19438,Tumor necrosis factor receptor superfamily member 1A,455
ITFG1,Tier2_SURFY_only,True,False,Q8TB96,T-cell immunomodulatory protein,612
SLC17A1,Tier2_SURFY_only,True,False,Q14916,Sodium-dependent phosphate transport protein 1,467
CHRND,Tier2_SURFY_only,True,False,Q07001,Acetylcholine receptor subunit delta,517
CD320,Tier2_SURFY_only,True,False,Q9NPF0,CD320 antigen,282
CHRNA6,Tier2_SURFY_only,True,False,Q15825,Neuronal acetylcholine receptor subunit alpha-6,494
C1orf233,Tier2_SURFY_only,True,False,F2Z333,Fibronectin type-III domain-containing transmembrane protein C1orf233,226
PTPRR,Tier2_SURFY_only,True,False,Q15256,Receptor-type tyrosine-protein phosphatase R,657
GPR133,Tier2_SURFY_only,True,False,Q6QNK2,Probable G-protein coupled receptor 133,874
PCDH11Y,Tier2_SURFY_only,True,False,Q9BZA8,Protocadherin-11 Y-linked,1340
OR52Z1,Tier2_SURFY_only,True,False,P0C646,Olfactory receptor 52Z1,297
OR52B4,Tier2_SURFY_only,True,False,Q8NGK2,Olfactory receptor 52B4,314
SLC22A4,Tier2_SURFY_only,True,False,Q9H015,Solute carrier family 22 member 4,551
CYSLTR1,Tier2_SURFY_only,True,False,Q9Y271,Cysteinyl leukotriene receptor 1,337
GPC3,Tier2_SURFY_only,True,False,P51654,Glypican-3,580
SCN3A,Tier2_SURFY_only,True,False,Q9NY46,Sodium channel protein type 3 subunit alpha,2000
PCDHGB4,Tier2_SURFY_only,True,False,Q9UN71,Protocadherin gamma-B4,923
GABRE,Tier2_SURFY_only,True,False,P78334,Gamma-aminobutyric acid receptor subunit epsilon,506
SLC6A17,Tier2_SURFY_only,True,False,Q9H1V8,Sodium-dependent neutral amino acid transporter SLC6A17,727
OR4K3,Tier2_SURFY_only,True,False,Q96R72,Olfactory receptor 4K3,315
ENPP5,Tier2_SURFY_only,True,False,Q9UJA9,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,477
CCR2,Tier2_SURFY_only,True,False,P41597,C-C chemokine receptor type 2,374
SYNPR,Tier2_SURFY_only,True,False,Q8TBG9,Synaptoporin,265
NPY1R,Tier2_SURFY_only,True,False,P25929,Neuropeptide Y receptor type 1,384
GJB4,Tier2_SURFY_only,True,False,Q9NTQ9,Gap junction beta-4 protein,266
CHRNG,Tier2_SURFY_only,True,False,P07510,Acetylcholine receptor subunit gamma,517
PCDHGA11,Tier2_SURFY_only,True,False,Q9Y5H2,Protocadherin gamma-A11,935
OR4F15,Tier2_SURFY_only,True,False,Q8NGB8,Olfactory receptor 4F15,312
SLC1A1,Tier2_SURFY_only,True,False,P43005,Excitatory amino acid transporter 3,524
CCR7,Tier2_SURFY_only,True,False,P32248,C-C chemokine receptor type 7,378
GLRA4,Tier2_SURFY_only,True,False,Q5JXX5,Glycine receptor subunit alpha-4,417
OR10AD1,Tier2_SURFY_only,True,False,Q8NGE0,Olfactory receptor 10AD1,317
OR13J1,Tier2_SURFY_only,True,False,Q8NGT2,Olfactory receptor 13J1,312
OR10AG1,Tier2_SURFY_only,True,False,Q8NH19,Olfactory receptor 10AG1,301
FZD3,Tier2_SURFY_only,True,False,Q9NPG1,Frizzled-3,666
SIRPG,Tier2_SURFY_only,True,False,Q9P1W8,Signal-regulatory protein gamma,387
LYPD3,Tier2_SURFY_only,True,False,O95274,Ly6/PLAUR domain-containing protein 3,346
HCRTR2,Tier2_SURFY_only,True,False,O43614,Orexin receptor type 2,444
GRIK3,Tier2_SURFY_only,True,False,Q13003,"Glutamate receptor ionotropic, kainate 3",919
GPR153,Tier2_SURFY_only,True,False,Q6NV75,Probable G-protein coupled receptor 153,609
LGR5,Tier2_SURFY_only,True,False,O75473,Leucine-rich repeat-containing G-protein coupled receptor 5,907
SSTR5,Tier2_SURFY_only,True,False,P35346,Somatostatin receptor type 5,364
HHLA2,Tier2_SURFY_only,True,False,Q9UM44,HERV-H LTR-associating protein 2,414
PCDHB4,Tier2_SURFY_only,True,False,Q9Y5E5,Protocadherin beta-4,795
SLC2A5,Tier2_SURFY_only,True,False,P22732,"Solute carrier family 2, facilitated glucose transporter member 5",501
OR11G2,Tier2_SURFY_only,True,False,Q8NGC1,Olfactory receptor 11G2,345
SHISA7,Tier2_SURFY_only,True,False,A6NL88,Protein shisa-7,538
OR5AR1,Tier2_SURFY_only,True,False,Q8NGP9,Olfactory receptor 5AR1,310
VASN,Tier2_SURFY_only,True,False,Q6EMK4,Vasorin,673
MRGPRF,Tier2_SURFY_only,True,False,Q96AM1,Mas-related G-protein coupled receptor member F,343
KIR3DL3,Tier2_SURFY_only,True,False,Q8N743,Killer cell immunoglobulin-like receptor 3DL3,410
SDK1,Tier2_SURFY_only,True,False,Q7Z5N4,Protein sidekick-1,2213
RAET1G,Tier2_SURFY_only,True,False,Q6H3X3,Retinoic acid early transcript 1G protein,334
LINGO4,Tier2_SURFY_only,True,False,Q6UY18,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 4,593
GPR97,Tier2_SURFY_only,True,False,Q86Y34,Probable G-protein coupled receptor 97,549
KEL,Tier2_SURFY_only,True,False,P23276,Kell blood group glycoprotein,732
MFSD6L,Tier2_SURFY_only,True,False,Q8IWD5,Major facilitator superfamily domain-containing protein 6-like,586
OR1G1,Tier2_SURFY_only,True,False,P47890,Olfactory receptor 1G1,313
OR1E3,Tier2_SURFY_only,True,False,Q8WZA6,Olfactory receptor 1E3,343
SLC5A12,Tier2_SURFY_only,True,False,Q1EHB4,Sodium-coupled monocarboxylate transporter 2,618
MTNR1B,Tier2_SURFY_only,True,False,P49286,Melatonin receptor type 1B,362
ITGA2B,Tier2_SURFY_only,True,False,P08514,Integrin alpha-IIb,1039
FCGR3A,Tier2_SURFY_only,True,False,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A,254
MC3R,Tier2_SURFY_only,True,False,P41968,Melanocortin receptor 3,323
OR6C3,Tier2_SURFY_only,True,False,Q9NZP0,Olfactory receptor 6C3,311
SLC15A1,Tier2_SURFY_only,True,False,P46059,Solute carrier family 15 member 1,708
GALR2,Tier2_SURFY_only,True,False,O43603,Galanin receptor type 2,387
ADAM12,Tier2_SURFY_only,True,False,O43184,Disintegrin and metalloproteinase domain-containing protein 12,909
PROM2,Tier2_SURFY_only,True,False,Q8N271,Prominin-2,834
ANTXRL,Tier2_SURFY_only,True,False,A6NF34,Anthrax toxin receptor-like,631
OR52D1,Tier2_SURFY_only,True,False,Q9H346,Olfactory receptor 52D1,318
DPCR1,Tier2_SURFY_only,True,False,Q3MIW9,Diffuse panbronchiolitis critical region protein 1,517
ABCG2,Tier2_SURFY_only,True,False,Q9UNQ0,ATP-binding cassette sub-family G member 2,655
TM9SF4,Tier2_SURFY_only,True,False,Q92544,Transmembrane 9 superfamily member 4,642
SLC5A7,Tier2_SURFY_only,True,False,Q9GZV3,High affinity choline transporter 1,580
SCN2B,Tier2_SURFY_only,True,False,O60939,Sodium channel subunit beta-2,215
ERVMER34-1,Tier2_SURFY_only,True,False,Q9H9K5,Endogenous retrovirus group MER34 member 1 Env polyprotein,563
SLC5A6,Tier2_SURFY_only,True,False,Q9Y289,Sodium-dependent multivitamin transporter,635
CRIM1,Tier2_SURFY_only,True,False,Q9NZV1,Cysteine-rich motor neuron 1 protein,1036
ABCC10,Tier2_SURFY_only,True,False,Q5T3U5,Multidrug resistance-associated protein 7,1492
TPO,Tier2_SURFY_only,True,False,P07202,Thyroid peroxidase,933
GNRHR,Tier2_SURFY_only,True,False,P30968,Gonadotropin-releasing hormone receptor,328
KIAA0922,Tier2_SURFY_only,True,False,A2VDJ0,Transmembrane protein 131-like,1609
TSPAN5,Tier2_SURFY_only,True,False,P62079,Tetraspanin-5,268
PCDHA7,Tier2_SURFY_only,True,False,Q9UN72,Protocadherin alpha-7,937
SLC20A2,Tier2_SURFY_only,True,False,Q08357,Sodium-dependent phosphate transporter 2,652
CEACAM19,Tier2_SURFY_only,True,False,Q7Z692,Carcinoembryonic antigen-related cell adhesion molecule 19,300
GPR128,Tier2_SURFY_only,True,False,Q96K78,Probable G-protein coupled receptor 128,797
SLC22A11,Tier2_SURFY_only,True,False,Q9NSA0,Solute carrier family 22 member 11,550
EPHA5,Tier2_SURFY_only,True,False,P54756,Ephrin type-A receptor 5,1037
SLC24A2,Tier2_SURFY_only,True,False,Q9UI40,Sodium/potassium/calcium exchanger 2,661
PTK7,Tier2_SURFY_only,True,False,Q13308,Inactive tyrosine-protein kinase 7,1070
CSF3R,Tier2_SURFY_only,True,False,Q99062,Granulocyte colony-stimulating factor receptor,836
DPP4,Tier2_SURFY_only,True,False,P27487,Dipeptidyl peptidase 4,766
CLDN2,Tier2_SURFY_only,True,False,P57739,Claudin-2,230
TYRO3,Tier2_SURFY_only,True,False,Q06418,Tyrosine-protein kinase receptor TYRO3,890
SLC2A9,Tier2_SURFY_only,True,False,Q9NRM0,"Solute carrier family 2, facilitated glucose transporter member 9",540
GPR4,Tier2_SURFY_only,True,False,P46093,G-protein coupled receptor 4,362
SIDT1,Tier2_SURFY_only,True,False,Q9NXL6,SID1 transmembrane family member 1,827
OR8U9,Tier2_SURFY_only,True,False,P0C7N5,Olfactory receptor 8U9,309
NMBR,Tier2_SURFY_only,True,False,P28336,Neuromedin-B receptor,390
CD53,Tier2_SURFY_only,True,False,P19397,Leukocyte surface antigen CD53,219
SUSD1,Tier2_SURFY_only,True,False,Q6UWL2,Sushi domain-containing protein 1,747
LHCGR,Tier2_SURFY_only,True,False,P22888,Lutropin-choriogonadotropic hormone receptor,699
OR6C74,Tier2_SURFY_only,True,False,A6NCV1,Olfactory receptor 6C74,312
EGF,Tier2_SURFY_only,True,False,P01133,Pro-epidermal growth factor,1207
EPHA6,Tier2_SURFY_only,True,False,Q9UF33,Ephrin type-A receptor 6,1036
OR7A17,Tier2_SURFY_only,True,False,O14581,Olfactory receptor 7A17,309
OR5H1,Tier2_SURFY_only,True,False,A6NKK0,Olfactory receptor 5H1,313
GPR18,Tier2_SURFY_only,True,False,Q14330,N-arachidonyl glycine receptor,331
GPR83,Tier2_SURFY_only,True,False,Q9NYM4,Probable G-protein coupled receptor 83,423
CD8A,Tier2_SURFY_only,True,False,P01732,T-cell surface glycoprotein CD8 alpha chain,235
NKAIN3,Tier2_SURFY_only,True,False,Q8N8D7,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3,197
TSPAN1,Tier2_SURFY_only,True,False,O60635,Tetraspanin-1,241
LY6G6D,Tier2_SURFY_only,True,False,O95868,Lymphocyte antigen 6 complex locus protein G6d,133
HLA-DRB1,Tier2_SURFY_only,True,False,P01911,"HLA class II histocompatibility antigen, DRB1-15 beta chain",266
GRIA3,Tier2_SURFY_only,True,False,P42263,Glutamate receptor 3,894
TMPRSS11E,Tier2_SURFY_only,True,False,Q9UL52,Transmembrane protease serine 11E,423
NTSR2,Tier2_SURFY_only,True,False,O95665,Neurotensin receptor type 2,410
RELT,Tier2_SURFY_only,True,False,Q969Z4,Tumor necrosis factor receptor superfamily member 19L,430
FAT3,Tier2_SURFY_only,True,False,Q8TDW7,Protocadherin Fat 3,4589
ADAM29,Tier2_SURFY_only,True,False,Q9UKF5,Disintegrin and metalloproteinase domain-containing protein 29,820
SLC5A2,Tier2_SURFY_only,True,False,P31639,Sodium/glucose cotransporter 2,672
SERINC2,Tier2_SURFY_only,True,False,Q96SA4,Serine incorporator 2,455
MUC13,Tier2_SURFY_only,True,False,Q9H3R2,Mucin-13,512
OR10A4,Tier2_SURFY_only,True,False,Q9H209,Olfactory receptor 10A4,315
KIR2DL5B,Tier2_SURFY_only,True,False,Q8NHK3,Killer cell immunoglobulin-like receptor 2DL5B,375
CCR9,Tier2_SURFY_only,True,False,P51686,C-C chemokine receptor type 9,369
INSRR,Tier2_SURFY_only,True,False,P14616,Insulin receptor-related protein,1297
PRTG,Tier2_SURFY_only,True,False,Q2VWP7,Protogenin,1150
CD1E,Tier2_SURFY_only,True,False,P15812,"T-cell surface glycoprotein CD1e, membrane-associated",388
PPAP2A,Tier2_SURFY_only,True,False,O14494,Lipid phosphate phosphohydrolase 1,284
MUC21,Tier2_SURFY_only,True,False,Q5SSG8,Mucin-21,566
GRIN3A,Tier2_SURFY_only,True,False,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",1115
OR52E4,Tier2_SURFY_only,True,False,Q8NGH9,Olfactory receptor 52E4,312
OR5C1,Tier2_SURFY_only,True,False,Q8NGR4,Olfactory receptor 5C1,320
PCDHAC1,Tier2_SURFY_only,True,False,Q9H158,Protocadherin alpha-C1,963
OR2M7,Tier2_SURFY_only,True,False,Q8NG81,Olfactory receptor 2M7,312
DPP6,Tier2_SURFY_only,True,False,P42658,Dipeptidyl aminopeptidase-like protein 6,865
ICAM2,Tier2_SURFY_only,True,False,P13598,Intercellular adhesion molecule 2,275
CPM,Tier2_SURFY_only,True,False,P14384,Carboxypeptidase M,443
TAS1R3,Tier2_SURFY_only,True,False,Q7RTX0,Taste receptor type 1 member 3,852
TGFBR1,Tier2_SURFY_only,True,False,P36897,TGF-beta receptor type-1,503
EMP3,Tier2_SURFY_only,True,False,P54852,Epithelial membrane protein 3,163
HLA-DRB4,Tier2_SURFY_only,True,False,P13762,"HLA class II histocompatibility antigen, DR beta 4 chain",266
OR2L3,Tier2_SURFY_only,True,False,Q8NG85,Olfactory receptor 2L3,312
DSC1,Tier2_SURFY_only,True,False,Q08554,Desmocollin-1,894
TCTN2,Tier2_SURFY_only,True,False,Q96GX1,Tectonic-2,697
OR10C1,Tier2_SURFY_only,True,False,Q96KK4,Olfactory receptor 10C1,312
ITGB1,Tier2_SURFY_only,True,False,P05556,Integrin beta-1,798
OR6X1,Tier2_SURFY_only,True,False,Q8NH79,Olfactory receptor 6X1,312
PRNP,Tier2_SURFY_only,True,False,P04156,Major prion protein,253
HEPACAM,Tier2_SURFY_only,True,False,Q14CZ8,Hepatocyte cell adhesion molecule,416
GABBR1,Tier2_SURFY_only,True,False,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1,961
OR6K2,Tier2_SURFY_only,True,False,Q8NGY2,Olfactory receptor 6K2,324
SPNS2,Tier2_SURFY_only,True,False,Q8IVW8,Protein spinster homolog 2,549
FZD6,Tier2_SURFY_only,True,False,O60353,Frizzled-6,706
THBD,Tier2_SURFY_only,True,False,P07204,Thrombomodulin,575
OR1D2,Tier2_SURFY_only,True,False,P34982,Olfactory receptor 1D2,312
IL1RAPL1,Tier2_SURFY_only,True,False,Q9NZN1,Interleukin-1 receptor accessory protein-like 1,696
EDA2R,Tier2_SURFY_only,True,False,Q9HAV5,Tumor necrosis factor receptor superfamily member 27,297
ATP6V0A2,Tier2_SURFY_only,True,False,Q9Y487,V-type proton ATPase 116 kDa subunit a isoform 2,856
SLC6A9,Tier2_SURFY_only,True,False,P48067,Sodium- and chloride-dependent glycine transporter 1,706
CCKBR,Tier2_SURFY_only,True,False,P32239,Gastrin/cholecystokinin type B receptor,447
TMEM87B,Tier2_SURFY_only,True,False,Q96K49,Transmembrane protein 87B,555
TYR,Tier2_SURFY_only,True,False,P14679,Tyrosinase,529
C14orf37,Tier2_SURFY_only,True,False,Q86TY3,Uncharacterized protein C14orf37,774
BST1,Tier2_SURFY_only,True,False,Q10588,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,318
DSG1,Tier2_SURFY_only,True,False,Q02413,Desmoglein-1,1049
CD300A,Tier2_SURFY_only,True,False,Q9UGN4,CMRF35-like molecule 8,299
DSCAM,Tier2_SURFY_only,True,False,O60469,Down syndrome cell adhesion molecule,2012
OR9Q1,Tier2_SURFY_only,True,False,Q8NGQ5,Olfactory receptor 9Q1,310
GHSR,Tier2_SURFY_only,True,False,Q92847,Growth hormone secretagogue receptor type 1,366
OR4C46,Tier2_SURFY_only,True,False,A6NHA9,Olfactory receptor 4C46,309
CLRN2,Tier2_SURFY_only,True,False,A0PK11,Clarin-2,232
ICAM1,Tier2_SURFY_only,True,False,P05362,Intercellular adhesion molecule 1,532
GPRC5D,Tier2_SURFY_only,True,False,Q9NZD1,G-protein coupled receptor family C group 5 member D,345
OR52J3,Tier2_SURFY_only,True,False,Q8NH60,Olfactory receptor 52J3,311
PTPRZ1,Tier2_SURFY_only,True,False,P23471,Receptor-type tyrosine-protein phosphatase zeta,2315
OR4D10,Tier2_SURFY_only,True,False,Q8NGI6,Olfactory receptor 4D10,311
GPR3,Tier2_SURFY_only,True,False,P46089,G-protein coupled receptor 3,330
OR4K15,Tier2_SURFY_only,True,False,Q8NH41,Olfactory receptor 4K15,348
TNFRSF19,Tier2_SURFY_only,True,False,Q9NS68,Tumor necrosis factor receptor superfamily member 19,423
SSTR4,Tier2_SURFY_only,True,False,P31391,Somatostatin receptor type 4,388
OR51I2,Tier2_SURFY_only,True,False,Q9H344,Olfactory receptor 51I2,312
HCRTR1,Tier2_SURFY_only,True,False,O43613,Orexin receptor type 1,425
ABCA6,Tier2_SURFY_only,True,False,Q8N139,ATP-binding cassette sub-family A member 6,1617
IL5RA,Tier2_SURFY_only,True,False,Q01344,Interleukin-5 receptor subunit alpha,420
GRIN3B,Tier2_SURFY_only,True,False,O60391,"Glutamate receptor ionotropic, NMDA 3B",1043
CD4,Tier2_SURFY_only,True,False,P01730,T-cell surface glycoprotein CD4,458
KLRC3,Tier2_SURFY_only,True,False,Q07444,NKG2-E type II integral membrane protein,240
CCR3,Tier2_SURFY_only,True,False,P51677,C-C chemokine receptor type 3,355
EPHA8,Tier2_SURFY_only,True,False,P29322,Ephrin type-A receptor 8,1005
OR2G3,Tier2_SURFY_only,True,False,Q8NGZ4,Olfactory receptor 2G3,309
PRSS41,Tier2_SURFY_only,True,False,Q7RTY9,Putative serine protease 41,318
LRRC52,Tier2_SURFY_only,True,False,Q8N7C0,Leucine-rich repeat-containing protein 52,313
GPR126,Tier2_SURFY_only,True,False,Q86SQ4,G-protein coupled receptor 126,1221
TNFRSF10D,Tier2_SURFY_only,True,False,Q9UBN6,Tumor necrosis factor receptor superfamily member 10D,386
CACHD1,Tier2_SURFY_only,True,False,Q5VU97,VWFA and cache domain-containing protein 1,1274
MSLNL,Tier2_SURFY_only,True,False,Q96KJ4,Mesothelin-like protein,702
ANO5,Tier2_SURFY_only,True,False,Q75V66,Anoctamin-5,913
IL15RA,Tier2_SURFY_only,True,False,Q13261,Interleukin-15 receptor subunit alpha,267
OR2B3,Tier2_SURFY_only,True,False,O76000,Putative olfactory receptor 2B3,313
PDCD1LG2,Tier2_SURFY_only,True,False,Q9BQ51,Programmed cell death 1 ligand 2,273
KDR,Tier2_SURFY_only,True,False,P35968,Vascular endothelial growth factor receptor 2,1356
GPR142,Tier2_SURFY_only,True,False,Q7Z601,Probable G-protein coupled receptor 142,462
SORCS2,Tier2_SURFY_only,True,False,Q96PQ0,VPS10 domain-containing receptor SorCS2,1159
SSTR2,Tier2_SURFY_only,True,False,P30874,Somatostatin receptor type 2,369
EFNB1,Tier2_SURFY_only,True,False,P98172,Ephrin-B1,346
SIGIRR,Tier2_SURFY_only,True,False,Q6IA17,Single Ig IL-1-related receptor,410
FCRL5,Tier2_SURFY_only,True,False,Q96RD9,Fc receptor-like protein 5,977
TGFBR3,Tier2_SURFY_only,True,False,Q03167,Transforming growth factor beta receptor type 3,851
IL20RB,Tier2_SURFY_only,True,False,Q6UXL0,Interleukin-20 receptor subunit beta,311
OR4N5,Tier2_SURFY_only,True,False,Q8IXE1,Olfactory receptor 4N5,308
CLDN22,Tier2_SURFY_only,True,False,Q8N7P3,Claudin-22,220
PANX2,Tier2_SURFY_only,True,False,Q96RD6,Pannexin-2,677
SEMA4A,Tier2_SURFY_only,True,False,Q9H3S1,Semaphorin-4A,761
OR6B1,Tier2_SURFY_only,True,False,O95007,Olfactory receptor 6B1,311
PTPRD,Tier2_SURFY_only,True,False,P23468,Receptor-type tyrosine-protein phosphatase delta,1912
HLA-E,Tier2_SURFY_only,True,False,P13747,"HLA class I histocompatibility antigen, alpha chain E",358
VLDLR,Tier2_SURFY_only,True,False,P98155,Very low-density lipoprotein receptor,873
TECTA,Tier2_SURFY_only,True,False,O75443,Alpha-tectorin,2155
FLT3,Tier2_SURFY_only,True,False,P36888,Receptor-type tyrosine-protein kinase FLT3,993
OR6S1,Tier2_SURFY_only,True,False,Q8NH40,Olfactory receptor 6S1,331
PPAP2B,Tier2_SURFY_only,True,False,O14495,Lipid phosphate phosphohydrolase 3,311
OR52W1,Tier2_SURFY_only,True,False,Q6IF63,Olfactory receptor 52W1,320
SCTR,Tier2_SURFY_only,True,False,P47872,Secretin receptor,440
SLC37A2,Tier2_SURFY_only,True,False,Q8TED4,Sugar phosphate exchanger 2,501
C10orf54,Tier2_SURFY_only,True,False,Q9H7M9,Platelet receptor Gi24,311
BTN2A2,Tier2_SURFY_only,True,False,Q8WVV5,Butyrophilin subfamily 2 member A2,523
PCDH18,Tier2_SURFY_only,True,False,Q9HCL0,Protocadherin-18,1135
GABRG1,Tier2_SURFY_only,True,False,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,465
HTR6,Tier2_SURFY_only,True,False,P50406,5-hydroxytryptamine receptor 6,440
FPR2,Tier2_SURFY_only,True,False,P25090,N-formyl peptide receptor 2,351
LRP2,Tier2_SURFY_only,True,False,P98164,Low-density lipoprotein receptor-related protein 2,4655
BTN1A1,Tier2_SURFY_only,True,False,Q13410,Butyrophilin subfamily 1 member A1,526
TMEM8B,Tier2_SURFY_only,True,False,A6NDV4,Transmembrane protein 8B,472
AQP10,Tier2_SURFY_only,True,False,Q96PS8,Aquaporin-10,301
OR7A10,Tier2_SURFY_only,True,False,O76100,Olfactory receptor 7A10,309
NPY2R,Tier2_SURFY_only,True,False,P49146,Neuropeptide Y receptor type 2,381
SLC26A5,Tier2_SURFY_only,True,False,P58743,Prestin,744
CNR2,Tier2_SURFY_only,True,False,P34972,Cannabinoid receptor 2,360
BTN3A2,Tier2_SURFY_only,True,False,P78410,Butyrophilin subfamily 3 member A2,334
TMPRSS11D,Tier2_SURFY_only,True,False,O60235,Transmembrane protease serine 11D,418
EFNA1,Tier2_SURFY_only,True,False,P20827,Ephrin-A1,205
SLC35A5,Tier2_SURFY_only,True,False,Q9BS91,Probable UDP-sugar transporter protein SLC35A5,424
TPBGL,Tier2_SURFY_only,True,False,P0DKB5,Trophoblast glycoprotein-like,382
MANSC4,Tier2_SURFY_only,True,False,A6NHS7,MANSC domain-containing protein 4,340
PTH2R,Tier2_SURFY_only,True,False,P49190,Parathyroid hormone 2 receptor,550
GP1BB,Tier2_SURFY_only,True,False,P13224,Platelet glycoprotein Ib beta chain,206
SLC6A8,Tier2_SURFY_only,True,False,P48029,Sodium- and chloride-dependent creatine transporter 1,635
CTLA4,Tier2_SURFY_only,True,False,P16410,Cytotoxic T-lymphocyte protein 4,223
ABCA7,Tier2_SURFY_only,True,False,Q8IZY2,ATP-binding cassette sub-family A member 7,2146
SLC6A15,Tier2_SURFY_only,True,False,Q9H2J7,Sodium-dependent neutral amino acid transporter B(0)AT2,730
GPR144,Tier2_SURFY_only,True,False,Q7Z7M1,Probable G-protein coupled receptor 144,963
EGFR,Tier2_SURFY_only,True,False,P00533,Epidermal growth factor receptor,1210
PIEZO2,Tier2_SURFY_only,True,False,Q9H5I5,Piezo-type mechanosensitive ion channel component 2,2752
LSMEM1,Tier2_SURFY_only,True,False,Q8N8F7,Leucine-rich single-pass membrane protein 1,131
PTCHD4,Tier2_SURFY_only,True,False,Q6ZW05,Patched domain-containing protein 4,846
CHRNA4,Tier2_SURFY_only,True,False,P43681,Neuronal acetylcholine receptor subunit alpha-4,627
FGFR1,Tier2_SURFY_only,True,False,P11362,Fibroblast growth factor receptor 1,822
ANO6,Tier2_SURFY_only,True,False,Q4KMQ2,Anoctamin-6,910
FAM26E,Tier2_SURFY_only,True,False,Q8N5C1,Protein FAM26E,309
